_ - rank,Profile,name,url,state,_ - revenue,_ - growth,_ - industry,_ - workers,_ - founded,_ - yrs_on_list,_ - previous_workers,_ - metro,city
54,https://www.inc.com/profile/qeo-group,QEO Group,qeo.com,TX,58800000,4978.2688,Insurance,87,2014,2,20,Dallas,Irving
258,https://www.inc.com/profile/blue-raven-solar,Blue Raven Solar,blueravensolar.com,UT,58800000,1672.8297,Energy,250,2014,1,30,"Provo-Orem, UT",American Fork
3972,https://www.inc.com/profile/thomsen-homes,Thomsen Homes,thomsenhomesllc.com,ND,58800000,82.1138,Construction,30,2007,3,21,,Fargo
1020,https://www.inc.com/profile/definitive-healthcare,Definitive Healthcare,definitivehc.com,MA,58900000,413.2693,Software,299,2011,3,89,Boston,Framingham
1663,https://www.inc.com/profile/chefman,Chefman,chefman.com,NJ,59100000,246.4618,Consumer Products & Services,65,2009,1,6,New York City,Mahwah
1658,https://www.inc.com/profile/origami-risk,Origami Risk,origamirisk.com,IL,59200000,247.68,Software,257,2009,2,75,Chicago,Chicago
109,https://www.inc.com/profile/b3-group,B3 Group,b3groupinc.com,VA,59300000,3134.4692,Government Services,145,2008,3,17,"Washington, DC",Herndon
486,https://www.inc.com/profile/servicetitan,ServiceTitan,servicetitan.com,CA,59400000,903.1891,Software,574,2012,1,85,Los Angeles,Glendale
4056,https://www.inc.com/profile/poo~pourri,Poo~Pourri,poopourri.com,TX,59400000,79.4572,Consumer Products & Services,74,2007,5,48,Dallas,Addison
4232,https://www.inc.com/profile/golftec,Golftec,http://golftec.com,CO,59500000,72.9911,Consumer Products & Services,760,1995,9,475,Denver,Englewood
1917,https://www.inc.com/profile/higher-logic,Higher Logic,higherlogic.com,VA,59600000,209.0306,Software,335,2007,7,84,"Washington, DC",Arlington
1213,https://www.inc.com/profile/corkcicle,Corkcicle,corkcicle.com,FL,59800000,337.9921,Consumer Products & Services,40,2011,3,4,"Orlando, FL",Orlando
861,https://www.inc.com/profile/homeworks-energy,HomeWorks Energy,homeworksenergy.com,MA,59900000,494.3132,Energy,366,2012,4,149,Boston,Medford
2148,https://www.inc.com/profile/isn,ISN,isncorp.com,MD,60000000,187.2439,Government Services,475,1980,9,118,"Washington, DC",Bethesda
1106,https://www.inc.com/profile/dma-holdings,DMA Holdings,dmagoodpoint.com,NC,60200000,378.6085,Manufacturing,84,2008,3,32,,Tabor CIty
1407,https://www.inc.com/profile/fastmore-logistics,Fastmore Logistics,fastmore.com,IL,60300000,292.5455,Logistics & Transportation,85,2005,3,33,Chicago,Elk Grove Village
4204,https://www.inc.com/profile/listrak,Listrak,listrak.com,PA,60300000,74.0354,Advertising & Marketing,300,1999,6,100,"Lancaster, PA",Lititz
4334,https://www.inc.com/profile/vox-network-solutions,VOX Network Solutions,voxns.com,CA,60300000,70.0958,Telecommunications,134,2006,10,110,San Francisco,Brisbane
4885,https://www.inc.com/profile/argent-financial-group,Argent Financial Group,argentfinancial.com,LA,60400000,55.7529,Financial Services,285,1990,2,126,,Ruston
2860,https://www.inc.com/profile/cit,CI&T,ciandt.com,NY,60500000,130.875,Business Products & Services,1125,1995,3,768,New York City,New York
3817,https://www.inc.com/profile/dp-electric,DP Electric,dpelectric.com,AZ,60500000,87.6205,Construction,350,1990,1,150,Phoenix,Tempe
1875,https://www.inc.com/profile/big-block-realty,Big Block Realty,bigblockrealty.com,CA,60600000,215.7587,Real Estate,17,2012,4,5,San Diego,San Diego
1172,https://www.inc.com/profile/wellflex-energy-solutions,Wellflex Energy Solutions,wellflex.com,TX,60700000,353.1507,Energy,190,2013,2,40,Dallas,Rhome
3049,https://www.inc.com/profile/tidewater-fleet-supply,Tidewater Fleet Supply,tidewaterfleetsupply.com,VA,60700000,121.511,Logistics & Transportation,200,1953,7,100,Virginia Beach,Norfolk
4970,https://www.inc.com/profile/americaneaglecom,Americaneagle.com,americaneagle.com,IL,60700000,52.9335,Business Products & Services,425,1978,6,316,Chicago,Des Plaines
4053,https://www.inc.com/profile/proven-it,Proven IT,provenit.com,IL,60900000,79.618,Business Products & Services,254,2003,5,134,Chicago,Tinley Park
212,https://www.inc.com/profile/noom,Noom,noom.com/#,NY,61100000,1938.0352,Health,1246,2008,1,105,New York City,New York City
4156,https://www.inc.com/profile/natalies-orchid-island-juice-company,Natalie's Orchid Island Juice Company,oijc.com,FL,61200000,75.8389,Food & Beverage,250,1989,3,150,,Fort Pierce
1140,https://www.inc.com/profile/bloomnation,BloomNation,bloomnation.com,CA,61300000,366.0507,Software,48,2010,1,30,Los Angeles,Santa Monica
2409,https://www.inc.com/profile/storebound,Storebound,bydash.com,NY,61300000,165.2415,Consumer Products & Services,20,2010,3,10,New York City,New York
4746,https://www.inc.com/profile/program-productions,Program Productions,programproductions.com,IL,61400000,59.2964,Media,5799,1995,13,4537,Chicago,Lombard
2185,https://www.inc.com/profile/sagerider,SageRider,sageriderinc.com,TX,61700000,184.6057,Energy,181,2008,2,45,Houston,Stafford
3436,https://www.inc.com/profile/mosquito-squad,Mosquito Squad,mosquitosquad.com,VA,61700000,102.5654,Consumer Products & Services,25,2005,9,20,"Richmond, VA",Richmond
4191,https://www.inc.com/profile/saalex-solutions,Saalex Solutions,saalex.com,CA,61800000,74.5348,Government Services,604,1999,2,286,"Oxnard-Thousand Oaks-Ventura, CA",Camarillo
2223,https://www.inc.com/profile/pinnacle-solutions,Pinnacle Solutions,pinnacle-si.com,AL,61900000,180.9161,Government Services,352,2008,7,125,"Huntsville, AL",Huntsville
659,https://www.inc.com/profile/geistm,GeistM,geistm.com,NY,62000000,666.0514,Advertising & Marketing,55,2013,2,8,New York City,New York
2674,https://www.inc.com/profile/t3-expo,T3 Expo,t3expo.com,MA,62000000,144.7689,Business Products & Services,139,2009,5,66,Boston,Lakeville
2363,https://www.inc.com/profile/poppin,Poppin,poppin.com,NY,62100000,169.121,Business Products & Services,142,2009,3,115,New York City,New York
3958,https://www.inc.com/profile/rtg-medical,RTG Medical,rtgmedical.com,NE,62100000,82.5553,Health,79,2001,5,48,,Fremont
4944,https://www.inc.com/profile/access-tca,Access TCA,accesstca.com,MA,62100000,53.6875,Advertising & Marketing,160,1985,1,110,,Whitinsville
2047,https://www.inc.com/profile/estrella-franchising,Estrella Franchising,http://estrellainsurance.com,FL,62200000,196.2958,Insurance,18,1980,1,15,Miami,Miami
4755,https://www.inc.com/profile/spacebound,SpaceBound,spacebound.com,OH,62200000,59.1318,Retail,47,1987,5,38,,Lagrange
1492,https://www.inc.com/profile/ita-international,ITA International,http://ita-intl.com,VA,62400000,276.7212,Government Services,352,2000,7,200,Virginia Beach,YORKTOWN
1981,https://www.inc.com/profile/legalpeoplethe-partners-group,Legalpeople/The Partners Group,legalpeoplegroup.com,IL,62400000,202.3257,Business Products & Services,57,1999,2,23,Chicago,Chicago
4526,https://www.inc.com/profile/compass-self-storage,Compass Self Storage,compassselfstorage.com,OH,62500000,64.8392,Logistics & Transportation,200,2007,4,157,Cleveland,Cleveland
3129,https://www.inc.com/profile/promedia,ProMedia,promedia.com,FL,62800000,117.4974,Advertising & Marketing,32,2010,1,18,Miami,Miami
4401,https://www.inc.com/profile/blue-microphones,Blue Microphones,bluedesigns.com,CA,63000000,68.0346,Consumer Products & Services,68,1995,10,60,"Oxnard-Thousand Oaks-Ventura, CA",WESTLAKE VILLAGE
2389,https://www.inc.com/profile/symplr,Symplr,http://symplr.com,TX,63100000,166.9676,Health,265,2006,5,65,Houston,Houston
967,https://www.inc.com/profile/barnallen-technologies,BarnAllen Technologies,barnallen.com,MD,63200000,438.5755,IT Management,483,2009,4,132,"Washington, DC",Rockville
2059,https://www.inc.com/profile/rewardstyle,rewardStyle,rewardstyle.com,TX,63200000,195.5148,Business Products & Services,225,2011,1,125,Dallas,Dallas
1081,https://www.inc.com/profile/channel-factory,Channel Factory,channelfactory.com,CA,63600000,387.143,Advertising & Marketing,43,2010,5,35,Los Angeles,Beverly Hills
2393,https://www.inc.com/profile/enseo,Enseo,enseo.com,TX,63700000,166.9113,Media,115,2000,4,73,Dallas,Richardson
3709,https://www.inc.com/profile/fortress-building-products,Fortress Building Products,fortressbp.com,TX,63700000,92.8237,Manufacturing,102,2002,3,82,Dallas,GARLAND
2752,https://www.inc.com/profile/deg,DEG,degdigital.com,KS,63800000,138.4111,Advertising & Marketing,320,1999,9,172,"Kansas City, MO-KS",Overland Park
2257,https://www.inc.com/profile/magnolia-river-services,Magnolia River Services,magnolia-river.com,AL,63900000,178.1924,Engineering,406,2000,2,162,,Hartselle
2758,https://www.inc.com/profile/fcm,FCM,thinkfcm.com,OH,63900000,137.5307,Business Products & Services,40,2014,1,17,Cincinnati,Cincinnati
3831,https://www.inc.com/profile/ryan-gootee-general-contractors,Ryan Gootee General Contractors,rggc.com,LA,64200000,87.0788,Construction,35,2004,2,27,New Orleans,Metairie
346,https://www.inc.com/profile/hyperice,Hyperice,http://hyperice.com,CA,64300000,1327.8114,Consumer Products & Services,21,2010,4,8,Los Angeles,Irvine
3702,https://www.inc.com/profile/the-dewinter-group,The DeWinter Group,dewintergroup.com,CA,64500000,93.0643,Human Resources,342,2000,1,175,San Jose,Campbell
4347,https://www.inc.com/profile/litigation-services,Litigation Services,http://litigationservices.com,NV,64500000,69.5835,Business Products & Services,165,1999,6,128,"Las Vegas, NV",Las Vegas
3838,https://www.inc.com/profile/reliant-funding,Reliant Funding,reliantfunding.com,CA,64800000,86.7997,Financial Services,180,2010,7,60,San Diego,San Diego
4677,https://www.inc.com/profile/benchmark-realty,Benchmark Realty,benchmarkrealtytn.com,TN,64900000,60.8143,Real Estate,1012,2006,5,485,Nashville,Franklin
2897,https://www.inc.com/profile/weisser-distributing,Weisser Distributing,weisserdistributing.com,SD,65100000,129.3426,Consumer Products & Services,145,1978,5,65,,Tea
3663,https://www.inc.com/profile/kingsgate-logistics,Kingsgate Logistics,kingsgatelogistics.com,OH,65100000,94.9131,Logistics & Transportation,85,1986,6,35,Cincinnati,WEST CHESTER
304,https://www.inc.com/profile/position2,Position2,position2.com,CA,65200000,1482.0707,Advertising & Marketing,203,2005,2,140,San Jose,Santa Clara
3252,https://www.inc.com/profile/bedroc,Bedroc,bedroc.com,TN,65500000,111.606,IT System Development,87,2009,3,25,Nashville,Nashville
4229,https://www.inc.com/profile/drt-strategies,DRT Strategies,drtstrategies.com,VA,65600000,73.0569,Government Services,293,2004,10,195,"Washington, DC",Arlington
2167,https://www.inc.com/profile/holmberg-mechanical,Holmberg Mechanical,holmbergco.com,WA,65800000,185.8796,Consumer Products & Services,240,1949,1,200,Seattle,Bellevue
4135,https://www.inc.com/profile/atlanta-communities-real-estate-brokerage,Atlanta Communities Real Estate Brokerage,atlantacommunities.net,GA,65800000,76.8005,Real Estate,1229,2009,6,697,Atlanta,Marietta
3239,https://www.inc.com/profile/optomi,Optomi,optomiservices.com,GA,65900000,112.1616,Human Resources,150,2012,3,61,Atlanta,Atlanta
4420,https://www.inc.com/profile/ivision,iVision,ivision.com,GA,66000000,67.4293,IT Management,127,2004,9,99,Atlanta,Atlanta
3255,https://www.inc.com/profile/assisting-hands-home-care,Assisting Hands Home Care,assistinghands.com,ID,66100000,111.3998,Health,9,2006,2,6,"Boise City-Nampa, ID",Nampa
1678,https://www.inc.com/profile/rational-interaction,Rational Interaction,rationalagency.com,WA,66200000,243.8773,Advertising & Marketing,293,2009,5,108,Seattle,Seattle
2188,https://www.inc.com/profile/creative-homes,Creative Homes,creativehci.com,MN,66300000,183.9998,Construction,47,2013,2,25,Minneapolis,Woodbury
3582,https://www.inc.com/profile/talroo,Talroo,talroo.com,TX,66300000,97.6116,Human Resources,90,2008,6,70,Austin,Austin
944,https://www.inc.com/profile/bluewater-media,Bluewater Media,bluewatermedia.tv,FL,66500000,449.3176,Advertising & Marketing,65,2005,3,33,Tampa,Clearwater
1030,https://www.inc.com/profile/stay-alfred,Stay Alfred,stayalfred.com,WA,66500000,408.9666,Travel & Hospitality,229,2011,4,56,,Spokane Valley
1965,https://www.inc.com/profile/gold-medal-pools,Gold Medal Pools,goldmedalpools.com,TX,66500000,204.4884,Construction,140,1997,1,65,Dallas,Frisco
4139,https://www.inc.com/profile/triose,TRIOSE,triose.com,PA,66500000,76.7214,Logistics & Transportation,92,1999,7,66,,Wyomissing
729,https://www.inc.com/profile/steward-partners-global-advisory,Steward Partners Global Advisory,http://stewardpartners.com,DC,66600000,600.9966,Financial Services,192,2013,2,37,"Washington, DC","Washington, D.C."
3980,https://www.inc.com/profile/city-winery,City Winery,citywinery.com,NY,66700000,81.8789,Food & Beverage,1400,2007,4,730,New York City,New York
2864,https://www.inc.com/profile/ikeyless,iKeyless,carkeysexpress.com,KY,66800000,130.732,Manufacturing,425,2002,4,203,"Louisville/Jefferson County, KY-IN",Louisville
3068,https://www.inc.com/profile/conti,Conti,http://contiorg.com,TX,66900000,120.767,Real Estate,175,2008,5,78,Dallas,Dallas
3192,https://www.inc.com/profile/benchworks,Benchworks,benchworks.com,MD,66900000,114.6445,Advertising & Marketing,82,1991,5,61,Baltimore,Chestertown
4010,https://www.inc.com/profile/getwireless,GetWireless,getwirelessllc.com,MN,67000000,81.0006,Telecommunications,40,2001,9,20,Minneapolis,Eden Prairie
3076,https://www.inc.com/profile/avair,AvAir,avair.aero,AZ,67100000,120.3639,Logistics & Transportation,80,2000,2,57,Phoenix,Chandler
4283,https://www.inc.com/profile/cook-security-group,Cook Security Group,cooksecuritygroup.com,OR,67100000,71.5036,Security,325,2002,1,210,,Portland
1002,https://www.inc.com/profile/braviant-holdings,Braviant Holdings,braviantholdings.com,IL,67300000,423.5419,Financial Services,56,2014,1,22,Chicago,Chicago
1926,https://www.inc.com/profile/pye-barker-fire,Pye-Barker Fire,pyebarkerfire.com,GA,67400000,207.8745,Business Products & Services,565,1946,1,182,Atlanta,Alpharetta
4180,https://www.inc.com/profile/drt-transportation,DRT Transportation,drttransportation.com,PA,67400000,74.916,Logistics & Transportation,56,2007,7,37,,Lebanon
437,https://www.inc.com/profile/the-garrett-companies,The Garrett Companies,thegarrettco.com,IN,67800000,1043.2461,Real Estate,53,2009,4,12,"Indianapolis, IN",Greenwood
2418,https://www.inc.com/profile/modern-american-recycling-services,Modern American Recycling Services,modernamericanrecyclingservices.com,LA,67800000,164.7873,Environmental Services,23,1979,5,14,New Orleans,Gibson
2838,https://www.inc.com/profile/rescue-the-behavior-change-agency,Rescue | The Behavior Change Agency,http://rescueagency.com,CA,67800000,132.3093,Advertising & Marketing,197,2005,11,115,San Diego,San Diego
1208,https://www.inc.com/profile/iclick,iClick,iclick.com,WA,68000000,339.0063,Business Products & Services,139,2001,4,51,Seattle,Seattle
2664,https://www.inc.com/profile/open-america,O.P.E.N. America,openworksweb.com,AZ,68200000,145.3721,Business Products & Services,179,1983,1,69,Phoenix,Phoenix
3107,https://www.inc.com/profile/mkd-electric,MKD Electric,mkdelectric.com,IL,68200000,118.6987,Construction,267,1995,5,160,Chicago,Elgin
2571,https://www.inc.com/profile/capital-square-1031,Capital Square 1031,capitalsquare1031.com,VA,68300000,152.5056,Real Estate,28,2012,3,14,"Richmond, VA",Glen Allen
2839,https://www.inc.com/profile/budget-dumpster,Budget Dumpster,budgetdumpster.com,OH,68300000,132.0768,Environmental Services,160,2009,5,58,Cleveland,Westlake
4698,https://www.inc.com/profile/improving,Improving,improving.com,TX,68300000,60.4323,IT Management,390,2007,10,286,Dallas,Plano
2632,https://www.inc.com/profile/incedo,Incedo,incedoinc.com,CA,68400000,147.912,IT Management,1500,2011,4,1500,San Jose,CA
3585,https://www.inc.com/profile/mckee-homes,McKee Homes,mckeehomesnc.com,NC,68500000,97.5677,Construction,55,2010,6,20,"Raleigh, NC",Fayetteville
2926,https://www.inc.com/profile/us-patriot,US Patriot,uspatriottactical.com,SC,68600000,127.9204,Retail,295,2000,4,51,"Columbia, SC",Columbia
3395,https://www.inc.com/profile/fora-financial,Fora Financial,forafinancial.com,NY,68600000,104.7276,Financial Services,102,2008,6,122,New York City,New York
4436,https://www.inc.com/profile/karavan-trailers,Karavan Trailers,karavantrailers.com,WI,68600000,67.0365,Manufacturing,256,1986,1,209,,Fox Lake
3034,https://www.inc.com/profile/pillar-properties,Pillar Properties,pillarproperties.com,WA,68700000,122.228,Real Estate,68,2012,5,40,Seattle,Seattle
4353,https://www.inc.com/profile/fidelus-technologies,Fidelus Technologies,fidelus.com,NY,69000000,69.4489,IT Services,65,2002,1,54,,New York
2147,https://www.inc.com/profile/goettl-air-conditioning,Goettl Air Conditioning,goettl.com,NV,69300000,187.2861,Construction,343,1939,2,126,"Las Vegas, NV",Las Vegas
3688,https://www.inc.com/profile/bcdvideo,BCDVideo,bcdvideo.com,IL,69300000,93.8727,Security,70,1999,4,40,Chicago,Buffalo Grove
4508,https://www.inc.com/profile/highlands-residential-mortgage,Highlands Residential Mortgage,highlandsmortgage.com,TX,69300000,65.2658,Financial Services,356,2010,3,215,Dallas,Dallas
1217,https://www.inc.com/profile/maxgen-energy-services,MaxGen Energy Services,maxgen.com,CA,69400000,337.208,Energy,497,2009,4,63,Los Angeles,Costa Mesa
1662,https://www.inc.com/profile/seriously,Seriously,seriously.com,CA,69400000,246.4922,Media,78,2013,2,41,Los Angeles,Venice Beach
