_ - rank,Profile,name,url,state,_ - revenue,_ - growth,_ - industry,_ - workers,_ - founded,_ - yrs_on_list,_ - previous_workers,_ - metro,city
1776,https://www.inc.com/profile/sage-millimeter,Sage Millimeter,http://sagemillimeter.com,CA,14100000,229.5353,Engineering,64,2011,2,22,Los Angeles,Torrance
1827,https://www.inc.com/profile/senior-solutions-home-care,Senior Solutions Home Care,seniorsolutionshomecare.com,TN,14100000,223.1051,Health,806,2010,2,260,Nashville,Brentwood
2289,https://www.inc.com/profile/azalea-health-innovations,Azalea Health Innovations,azaleahealth.com,GA,14100000,175.651,Health,171,2008,3,69,Atlanta,Atlanta
2597,https://www.inc.com/profile/sentinel-sales-management,Sentinel Sales & Management,utahsentinelgroup.com,UT,14100000,150.4993,Real Estate,11,2007,3,4,"Provo-Orem, UT",American Fork
2794,https://www.inc.com/profile/diamondback-truck-covers,DiamondBack Truck Covers,diamondbackcovers.com,PA,14100000,135.0308,Manufacturing,67,2003,7,38,,Philipsburg
3090,https://www.inc.com/profile/activate-marketing-services,Activate Marketing Services,activatems.com,CA,14100000,119.7064,Advertising & Marketing,25,2013,1,10,New York City,San Francisco
3668,https://www.inc.com/profile/gds-link,GDS Link,gdslink.com,TX,14100000,94.7189,Financial Services,32,2006,2,19,Dallas,Dallas
3843,https://www.inc.com/profile/inseption-group,inSeption Group,inseptiongroup.com,PA,14100000,86.6311,Business Products & Services,72,2011,1,32,Philadelphia,Lansdale
4604,https://www.inc.com/profile/intralogic-solutions,IntraLogic Solutions,intralogicsolutions.com,NY,14100000,62.7528,Security,60,2004,7,55,New York City,Massapequa
175,https://www.inc.com/profile/campuslogic,CampusLogic,campuslogic.com,AZ,14200000,2233.8331,Software,105,2011,3,25,Phoenix,"Chandler,"
465,https://www.inc.com/profile/vonlane,Vonlane,vonlane.com,TX,14200000,967.2683,Logistics & Transportation,103,2013,1,27,Dallas,Dallas
685,https://www.inc.com/profile/vydia,Vydia,vydia.com,NJ,14200000,635.9242,Media,49,2013,3,9,New York City,Holmdel
922,https://www.inc.com/profile/burgess-civil,Burgess Civil,burgesscivil.com,FL,14200000,459.2917,Construction,55,2014,1,15,Tampa,Tampa
1127,https://www.inc.com/profile/splash,Splash,splashthat.com,NY,14200000,369.9685,Advertising & Marketing,147,2011,1,41,New York City,New York
1188,https://www.inc.com/profile/power-digital-marketing,Power Digital Marketing,powerdigitalmarketing.com,CA,14200000,349.1156,Advertising & Marketing,64,2012,3,23,San Diego,San Diego
1189,https://www.inc.com/profile/ueno,Ueno,ueno.co,CA,14200000,348.6088,Advertising & Marketing,60,2014,1,5,San Francisco,San Francisco
1278,https://www.inc.com/profile/1st-choice-construction-management,1st Choice Construction Management,1choiceconstruction.com,NC,14200000,321.4537,Construction,29,2010,3,14,,Mooresville
1779,https://www.inc.com/profile/it-works-recruitment,I.T. Works Recruitment,itworksrec.com,GA,14200000,229.0396,Business Products & Services,35,2013,2,11,Atlanta,Atlanta
1976,https://www.inc.com/profile/newhere,NEwhere,cbdfx.com,CA,14200000,203.4088,Consumer Products & Services,65,2012,1,12,Los Angeles,chatsworth
2315,https://www.inc.com/profile/tripack,Tripack,tripack.net,OH,14200000,173.894,Manufacturing,45,2003,1,20,Cincinnati,Milford
2531,https://www.inc.com/profile/clutch-holdings,Clutch Holdings,clutch.com,PA,14200000,155.3289,Software,50,2012,3,48,Philadelphia,Ambler
2986,https://www.inc.com/profile/great-hire,Great Hire,greathirehr.com,CA,14200000,125.117,Human Resources,15,2012,1,3,"Inland Empire, CA",La Mirada
3350,https://www.inc.com/profile/man-machine-systems-assessment,Man-Machine Systems Assessment,msaincorp.com,VA,14200000,106.8857,Government Services,75,1990,5,37,"Washington, DC",Arlington
3606,https://www.inc.com/profile/pacific-companies,Pacific Companies,pacificcompanies.com,CA,14200000,96.9978,Health,43,2001,4,21,Los Angeles,Aliso Viejo
4846,https://www.inc.com/profile/kaplansky-insurance-agency,Kaplansky Insurance Agency,kaplansky.com,MA,14200000,56.8658,Insurance,79,1974,1,59,Boston,Needham
70,https://www.inc.com/profile/4th-heart,4th & Heart,http://fourthandheart.com,CA,14300000,4283.2753,Food & Beverage,7,2014,1,5,Los Angeles,Venice Beach
199,https://www.inc.com/profile/advoc8,Advoc8,http://advoc8.com,DC,14300000,2026.9981,Advertising & Marketing,30,2015,1,1,"Washington, DC",Washington
784,https://www.inc.com/profile/adcellerant,AdCellerant,adcellerant.com,CO,14300000,551.5154,Advertising & Marketing,43,2013,2,17,Denver,Denver
1420,https://www.inc.com/profile/opex-analytics,Opex Analytics,opexanalytics.com,IL,14300000,290.3921,Business Products & Services,80,2013,2,17,Chicago,Evanston
1644,https://www.inc.com/profile/ecogistics,Ecogistics,ecogistics.org,IL,14300000,251.0568,Logistics & Transportation,25,2009,3,10,,Rock Island
1698,https://www.inc.com/profile/cambay-consulting,Cambay Consulting,cambaycs.com,TX,14300000,240.2561,Software,113,2012,4,76,Houston,Katy
2498,https://www.inc.com/profile/accttwo-shared-services,AcctTwo Shared Services,accttwo.com,TX,14300000,157.5186,Financial Services,106,2010,4,33,Houston,Houston
2741,https://www.inc.com/profile/lido-advisors,LIDO ADVISORS,lidoadvisors.com,CA,14300000,139.373,Financial Services,54,1999,2,25,Los Angeles,Los Angeles
2921,https://www.inc.com/profile/filterworks-usa,Filterworks USA,filterworksusa.com,FL,14300000,128.0724,Business Products & Services,35,1988,3,25,Miami,Deerfield Beach
90,https://www.inc.com/profile/gforce-life-sciences,GForce Life Sciences,gforcelifesciences.com,IL,14400000,3531.5913,Human Resources,49,2013,2,4,Chicago,Chicago
104,https://www.inc.com/profile/go-energistics,Go Energistics,goenergistics.com,TX,14400000,3210.2557,Construction,46,2011,1,1,Dallas,Colleyville
733,https://www.inc.com/profile/broadleaf,Broadleaf,broadleaf-inc.com,VA,14400000,597.6837,Government Services,156,2009,2,21,"Washington, DC",Manassas
855,https://www.inc.com/profile/flywheel,Flywheel,getflywheel.com,NE,14400000,496.9361,IT Management,174,2012,2,26,"Omaha-Council Bluffs, NE-IA",Omaha
1097,https://www.inc.com/profile/lone-cone,Lone Cone,lonecone.com,ID,14400000,382.0109,Retail,18,2013,4,2,"Boise City-Nampa, ID",Boise
1418,https://www.inc.com/profile/research-america,Research America,researchamericainc.com,PA,14400000,290.6466,Advertising & Marketing,300,2009,5,120,Philadelphia,Newtown Square
1741,https://www.inc.com/profile/gigsalad,GigSalad,gigsalad.com,MO,14400000,232.9565,Consumer Products & Services,26,2007,5,24,"Springfield, MO",Springfield
1948,https://www.inc.com/profile/srp-environmental,SRP Environmental,srpenvironmental.com,LA,14400000,205.9258,Environmental Services,56,1996,4,34,,Louisiana
2491,https://www.inc.com/profile/lake-homes-realty,Lake Homes Realty,lakehomes.com,AL,14400000,158.2823,Real Estate,135,2009,3,45,"Birmingham, AL",Hoover
2714,https://www.inc.com/profile/instasize,Instasize,instasize.com,UT,14400000,141.8587,Software,42,2012,1,15,Salt Lake City,Sandy
2790,https://www.inc.com/profile/hstpathways,HSTpathways,hstpathways.com,CA,14400000,135.2231,Software,73,2005,1,30,San Francisco,Lafayette
3093,https://www.inc.com/profile/dogtopia-enterprises,Dogtopia Enterprises,dogtopia.com,AZ,14400000,119.5378,Consumer Products & Services,305,2002,1,170,Phoenix,Phoenix
3246,https://www.inc.com/profile/bridgepoint-construction,BridgePoint Construction,bridgepointnc.com,NC,14400000,111.9134,Construction,120,2007,3,55,"Durham, NC",DURHAM
3264,https://www.inc.com/profile/poulton-associates,Poulton Associates,poulton.com,UT,14400000,110.9881,Insurance,31,1990,4,21,Salt Lake City,Salt Lake City
3508,https://www.inc.com/profile/moda-light,Moda Light,http://modalight.com,NV,14400000,99.9597,Manufacturing,30,2005,3,20,"Las Vegas, NV",Las Vegas
858,https://www.inc.com/profile/kaizen-media-group,Kaizen Media Group,lifedaily.com,NY,14500000,495.1791,Advertising & Marketing,15,2015,1,3,New York City,New York
1072,https://www.inc.com/profile/sante-realty-investments,Sante Realty Investments,http://santerealty.com,AZ,14500000,390.7107,Real Estate,70,2009,4,10,Phoenix,Chandler
1793,https://www.inc.com/profile/polaris-logistics-group,Polaris Logistics Group,polarislogisticsgroup.com,OH,14500000,227.5677,Logistics & Transportation,20,2013,2,7,,Toledo
2442,https://www.inc.com/profile/nfinameplates-for-industry,NFI/Nameplates for Industry,nficorp.com,MA,14500000,162.7777,Manufacturing,110,1975,1,46,,New Bedford
2639,https://www.inc.com/profile/bevara-building-services,Bevara Building Services,bevarabuildingservices.com,WI,14500000,147.5287,Business Products & Services,108,2014,1,25,Milwaukee,Pewaukee
2845,https://www.inc.com/profile/the-saywitz-company,The Saywitz Company,saywitz.com,CA,14500000,131.7169,Real Estate,48,1994,5,28,Los Angeles,Newport Beach
3029,https://www.inc.com/profile/bay-state-search,Bay State Search,baystatesearch.com,MA,14500000,122.373,Human Resources,16,2013,3,10,Boston,BOSTON
3485,https://www.inc.com/profile/softdocs,Softdocs,softdocs.com,SC,14500000,100.7959,Software,88,1998,5,54,"Columbia, SC",Columbia
4219,https://www.inc.com/profile/arke-systems,Arke Systems,arke.com,GA,14500000,73.3866,Advertising & Marketing,70,2005,5,45,Atlanta,Atlanta
4292,https://www.inc.com/profile/ardent-learning,Ardent Learning,ardentlearning.com,NY,14500000,71.3464,Business Products & Services,33,1992,2,28,"Rochester, NY",ROCHESTER
4523,https://www.inc.com/profile/special-aerospace-services,Special Aerospace Services,specialaerospaceservices.com,CO,14500000,64.8856,Engineering,80,2007,3,25,"Boulder, CO",Boulder
4812,https://www.inc.com/profile/constellation-software-engineering,Constellation Software Engineering,cse-corp.com,MD,14500000,57.8452,Government Services,85,2002,5,69,"Washington, DC",Annapolis
4921,https://www.inc.com/profile/vantage-outsourcing,Vantage Outsourcing,vantageoutsourcing.com,IL,14500000,54.6339,Health,79,1990,1,50,,Effingham
776,https://www.inc.com/profile/warrior-media,Warrior Media,warriormade.com,CA,14600000,557.1783,Health,33,2012,4,4,,Santa Cruz
854,https://www.inc.com/profile/greenix-holdings,Greenix Holdings,greenixpc.com,UT,14600000,497.3008,Environmental Services,617,2011,1,37,"Provo-Orem, UT",Orem
1116,https://www.inc.com/profile/ceros,Ceros,ceros.com,NY,14600000,372.7533,Software,156,2012,2,37,New York City,New York
1397,https://www.inc.com/profile/struxure-outdoor,StruXure Outdoor,struxure.com,GA,14600000,296.2014,Manufacturing,51,2011,1,14,Atlanta,Dahlonega
1499,https://www.inc.com/profile/disruptive-advertising,Disruptive Advertising,disruptiveadvertising.com,UT,14600000,275.8187,Advertising & Marketing,120,2013,3,31,"Provo-Orem, UT",Lindon
2236,https://www.inc.com/profile/resonance,Resonance,resonanceglobal.com,VT,14600000,180.1378,Business Products & Services,68,2005,1,22,,Burlington
2431,https://www.inc.com/profile/aok-rvs,AOK RVs,aokrvs.com,MO,14600000,164.2011,Retail,17,2006,4,9,,Laurie
2595,https://www.inc.com/profile/iquanti,iQuanti,iquanti.com,NJ,14600000,150.5882,Advertising & Marketing,197,2008,5,162,New York City,Jersey City
2743,https://www.inc.com/profile/tfs,TFS,thefoundationspecialists.com,TN,14600000,139.1749,Construction,109,1999,5,60,Nashville,College Grove
2776,https://www.inc.com/profile/itouchlesscom,iTouchless.com,itouchless.com,CA,14600000,136.2679,Consumer Products & Services,25,2004,1,21,San Francisco,San Mateo
3304,https://www.inc.com/profile/archgate-tms-solutions,Archgate TMS Solutions,archgatetms.com,IL,14600000,109.2584,Logistics & Transportation,12,2013,1,3,Chicago,Oakbrook Terrace
3408,https://www.inc.com/profile/dry-pro-foundation-and-crawlspace-specialists,Dry Pro Foundation and Crawlspace Specialists,dryprosystems.com,NC,14600000,103.9124,Construction,108,1999,1,69,Charlotte,Charlotte
4088,https://www.inc.com/profile/lifescape-colorado,Lifescape Colorado,lifescapecolorado.com,CO,14600000,78.1734,Construction,108,1976,5,74,Denver,Denver
1887,https://www.inc.com/profile/health-products-for-you,Health Products For You,healthproductsforyou.com,CT,14700000,213.2499,Health,45,2002,2,20,"Bridgeport-Stamford-Norwalk, CT",Brookfield
3656,https://www.inc.com/profile/cmba-architects,CMBA Architects,cmbaarchitects.com,IA,14700000,95.208,Engineering,53,1963,1,54,,Sioux City
4037,https://www.inc.com/profile/legitscript,LegitScript,legitscript.com,OR,14700000,80.1223,Business Products & Services,104,2007,1,56,,Portland
604,https://www.inc.com/profile/fieldwork-brewing-company,Fieldwork Brewing Company,fieldworkbrewing.com,CA,14800000,735.7938,Food & Beverage,102,2014,1,20,San Francisco,Berkeley
786,https://www.inc.com/profile/us-business-funding,US Business Funding,http://usbfund.com,CA,14800000,548.9801,Financial Services,50,2008,3,20,Los Angeles,Santa Ana
1377,https://www.inc.com/profile/advanced-care-partners,Advanced Care Partners,http://advancedcarepartners.com,GA,14800000,300.2955,Health,804,2010,1,75,Atlanta,Atlanta
1611,https://www.inc.com/profile/geolinks,GeoLinks,geolinks.com,CA,14800000,255.7464,Telecommunications,50,2011,3,35,"Oxnard-Thousand Oaks-Ventura, CA",Camarillo
2076,https://www.inc.com/profile/inbenta-holdings,Inbenta Holdings,inbenta.com,CA,14800000,194.2851,Software,165,2005,1,87,San Francisco,Foster City
2291,https://www.inc.com/profile/cubbys,Cubby's,cubbys.co,UT,14800000,175.5882,Food & Beverage,315,2012,2,98,"Provo-Orem, UT",American Fork
3084,https://www.inc.com/profile/securelink,SecureLink,securelink.com,TX,14800000,120.1077,Software,105,2003,2,40,Austin,Bee Cave
3425,https://www.inc.com/profile/southeastern-equipment-supply,Southeastern Equipment & Supply,southeasternequipment.net,SC,14800000,102.9715,Consumer Products & Services,47,2001,7,31,"Columbia, SC",West Columbia
597,https://www.inc.com/profile/tranont,Tranont,tranont.com,UT,14900000,743.5849,Consumer Products & Services,39,2013,2,9,"Provo-Orem, UT",Lehi
679,https://www.inc.com/profile/shr-consulting-group,SHR Consulting Group,shrgroupllc.com,VA,14900000,642.69,IT System Development,61,2012,2,14,"Washington, DC",Springfield
1461,https://www.inc.com/profile/red-river,Red River,redriver.team,WY,14900000,283.404,Manufacturing,71,2013,1,17,,Gillette
2310,https://www.inc.com/profile/a-staffing,A+ Staffing,http://apluspeople.com,TX,14900000,174.0686,Advertising & Marketing,30,1995,2,18,Dallas,Dallas
2485,https://www.inc.com/profile/koya-leadership-partners,Koya Leadership Partners,koyapartners.com,MA,14900000,158.5912,Human Resources,67,2004,2,23,Boston,Newburyport
3102,https://www.inc.com/profile/rice-insurance,Rice Insurance,riceinsurance.com,WA,14900000,118.9873,Insurance,130,1946,4,58,,Bellingham
3361,https://www.inc.com/profile/keller-logistics,Keller Logistics,kellerlogistics.com,OH,14900000,106.4439,Logistics & Transportation,10,1978,1,5,,Defiance
3422,https://www.inc.com/profile/clinlab-staffing,ClinLab Staffing,clinlabstaffing.com,MA,14900000,103.0705,Human Resources,170,2002,2,100,Boston,Watertown
3967,https://www.inc.com/profile/inova-payroll,Inova Payroll,inovapayroll.com,TN,14900000,82.3609,Human Resources,128,2011,4,78,Nashville,Nashville
4298,https://www.inc.com/profile/fc-construction-services,FC Construction Services,fc-cs.com,TX,14900000,71.168,Construction,125,1989,4,90,Dallas,Dallas
4375,https://www.inc.com/profile/edwards-performance-solutions,Edwards Performance Solutions,edwps.com,MD,14900000,68.8056,Business Products & Services,98,1997,10,50,Baltimore,Elkridge
4549,https://www.inc.com/profile/kinetix,Kinetix,kinetixfire.com,PA,14900000,64.1511,Security,76,1993,5,47,Philadelphia,Boothwyn
1044,https://www.inc.com/profile/metropolitan-interactive,Metropolitan interactive,metinteractive.com,CT,15000000,400.4688,Construction,24,2013,2,12,,Oxford
1703,https://www.inc.com/profile/nextgen-federal-systems,NextGen Federal Systems,nextgenfed.com,WV,15000000,239.6871,IT System Development,140,2012,4,37,,Morgantown
2464,https://www.inc.com/profile/environmental-protection-industries,Environmental Protection Industries,environmental-epi.com,IL,15000000,161.0797,Environmental Services,25,1993,3,17,Chicago,SOUTH HOLLAND
2609,https://www.inc.com/profile/supplies-now,Supplies Now,suppliesnowgsa.com,FL,15000000,149.4431,Business Products & Services,4,2003,2,3,Miami,Greenacres
3008,https://www.inc.com/profile/ecotone,Ecotone,ecotoneinc.com,MD,15000000,123.4325,Environmental Services,75,1998,3,36,Baltimore,Forest Hill
3218,https://www.inc.com/profile/closet-america,Closet America,closetamerica.com,MD,15000000,113.0756,Construction,110,2009,3,60,"Washington, DC",Landover
3316,https://www.inc.com/profile/heavy-equipment-colleges-of-america,Heavy Equipment Colleges of America,hecofa.com,NV,15000000,108.5993,Education,64,2006,4,44,"Las Vegas, NV",Las Vegas
4308,https://www.inc.com/profile/dynamit,Dynamit,dynamit.com,OH,15000000,70.9122,IT System Development,120,2004,6,80,"Columbus, OH",Columbus
4346,https://www.inc.com/profile/capstone-consulting,Capstone Consulting,capstonec.com,NE,15000000,69.6151,IT Management,200,1998,3,120,"Omaha-Council Bluffs, NE-IA",Omaha
4352,https://www.inc.com/profile/the-rainmaker-group,The Rainmaker Group,letitrain.com,GA,15000000,69.4736,Software,92,1998,8,62,Atlanta,Alpharetta
4856,https://www.inc.com/profile/openarc,OpenArc,openarc.net,PA,15000000,56.7225,IT Management,90,2010,5,95,"Pittsburgh, PA",Wexford
4960,https://www.inc.com/profile/exact-data,Exact Data,exactdata.com,IL,15000000,53.2797,Advertising & Marketing,111,2001,8,100,Chicago,Chicago
1899,https://www.inc.com/profile/clearcompany,ClearCompany,clearcompany.com,MA,15100000,211.7477,Software,149,2004,4,52,Boston,Boston
1910,https://www.inc.com/profile/modern-market-master,Modern Market Master,mmm-express.com,GA,15100000,210.0123,Logistics & Transportation,101,2006,1,34,Atlanta,winder
2051,https://www.inc.com/profile/graham-technologies,Graham Technologies,graham-tech.net,MD,15100000,196.0065,IT System Development,73,2007,1,31,"Washington, DC",Largo
2063,https://www.inc.com/profile/universal-language-service,Universal Language Service,ulsonline.net,WA,15100000,195.2038,Business Products & Services,46,1996,4,26,Seattle,Bellevue
2554,https://www.inc.com/profile/escalon-services,Escalon Services,escalon.services,CA,15100000,153.4165,Business Products & Services,206,2006,2,131,San Jose,Palo Alto
3970,https://www.inc.com/profile/archer,Archer,archerims.com,PA,15100000,82.1888,Financial Services,74,2000,3,42,Philadelphia,Berwyn
4303,https://www.inc.com/profile/nayamode,Nayamode,nayamode.com,WA,15100000,71.0811,Advertising & Marketing,45,2005,2,20,Seattle,redmond
4673,https://www.inc.com/profile/carolinas-it,Carolinas IT,carolinasit.com,NC,15100000,60.9309,IT Services,68,1996,1,57,"Raleigh, NC",Raleigh
40,https://www.inc.com/profile/allata,Allata,allata.com,TX,15200000,6134.3502,IT System Development,71,2014,1,1,Dallas,Dallas
754,https://www.inc.com/profile/revunit,RevUnit,revunit.com,NV,15200000,579.237,Business Products & Services,100,2012,3,20,,Henderson
1813,https://www.inc.com/profile/sparkle-in-pink,Sparkle In Pink,sparkleinpink.com,UT,15200000,224.9292,Retail,28,2011,3,15,Salt Lake City,Draper
2030,https://www.inc.com/profile/mfi-medical-equipment,MFI Medical Equipment,mfimedical.com,CA,15200000,198.1755,Health,53,1980,2,7,San Diego,San Diego
2191,https://www.inc.com/profile/frictionless-solutions,Frictionless Solutions,frictionlesssolutions.com,IL,15200000,183.8308,Health,18,2014,1,8,Chicago,Arlington Heights
2260,https://www.inc.com/profile/skyline-scaffold,SkyLine Scaffold,skylinescaffold.com,CA,15200000,178.0732,Construction,80,2005,3,50,"Sacramento, CA",Sacramento
2475,https://www.inc.com/profile/the-westport-group,The Westport Group,westportgp.com,MA,15200000,159.6692,Insurance,18,2007,4,9,Boston,Braintree
3357,https://www.inc.com/profile/exterior-medics,Exterior Medics,exteriormedics.com,VA,15200000,106.5775,Construction,45,2007,5,15,"Washington, DC",Springfield
3443,https://www.inc.com/profile/elite-biomedical-solutions,Elite Biomedical Solutions,elitebiomedicalsolutions.com,OH,15200000,102.3316,Health,41,2012,2,15,Cincinnati,Cincinnati
3615,https://www.inc.com/profile/worksighted,Worksighted,worksighted.com,MI,15200000,96.5857,IT Management,74,2000,8,44,,Holland
4103,https://www.inc.com/profile/endsight,Endsight,endsight.net,CA,15200000,77.6575,IT Management,85,2004,5,44,San Francisco,Berkeley
4572,https://www.inc.com/profile/ctems,Ctems,http://ctems-inc.com,CA,15200000,63.6505,Manufacturing,70,2011,4,150,San Jose,Milpitas
4760,https://www.inc.com/profile/boston-government-services,Boston Government Services,http://bgs-llc.com,TN,15200000,59.0137,Government Services,68,2007,1,24,,Oak Ridge
4902,https://www.inc.com/profile/hirewell,Hirewell,hirewell.com,IL,15200000,55.2578,Human Resources,110,2001,7,50,Chicago,Chicago
4908,https://www.inc.com/profile/addventures,(Add)ventures,http://addventures.com,RI,15200000,55.0074,Advertising & Marketing,62,1989,11,44,,East Providence
96,https://www.inc.com/profile/amenity-health,Amenity Health,amenityhealth.com,CA,15300000,3357.7038,Health,16,2011,1,8,San Diego,San Diego
365,https://www.inc.com/profile/perimeter-security-partners,Perimeter Security Partners,perimetersecuritypartners.com,TN,15300000,1248.1118,Security,22,2014,1,7,Nashville,Brentwood
533,https://www.inc.com/profile/lifehealth,LifeHealth,lifehealthcorp.com,CO,15300000,818.4313,Health,250,2004,3,35,Denver,Littleton
1048,https://www.inc.com/profile/high-road-craft-ice-cream,High Road Craft Ice Cream,highroadcraft.com,GA,15300000,399.1759,Food & Beverage,45,2010,4,30,Atlanta,Marietta
2901,https://www.inc.com/profile/sustainable-restaurant-group,Sustainable Restaurant Group,sustainablerestaurantgroup.com,OR,15300000,129.2288,Food & Beverage,305,2008,1,90,,Portland
3655,https://www.inc.com/profile/netgate,Netgate,netgate.com,TX,15300000,95.2217,Software,59,2004,2,35,Austin,Austin
3961,https://www.inc.com/profile/powerdms,PowerDMS,powerdms.com,FL,15300000,82.4681,Software,103,2001,9,73,"Orlando, FL",Orlando
4202,https://www.inc.com/profile/image-business-interiors,Image Business Interiors,ibiva.com,VA,15300000,74.0644,Business Products & Services,21,2006,7,16,Virginia Beach,Virginia Beach
4540,https://www.inc.com/profile/double-good,Double Good,doublegood.com,IL,15300000,64.5156,Food & Beverage,54,1998,12,30,Chicago,Burr Ridge
401,https://www.inc.com/profile/new-credit-america,New Credit America,http://newcreditamerica.com,OR,15400000,1141.8701,Financial Services,42,2014,1,6,,Portland
1070,https://www.inc.com/profile/spinutech,Spinutech,spinutech.com,IA,15400000,392.1356,Advertising & Marketing,59,2000,2,26,,Cedar Falls
2338,https://www.inc.com/profile/integrated-biometrics,Integrated Biometrics,integratedbiometrics.com,SC,15400000,171.785,Security,50,2009,4,33,"Greenville-Mauldin-Easley, SC",Spartanburg
2422,https://www.inc.com/profile/premier-pools-and-spas---dallas,Premier Pools and Spas - Dallas,ppas.com/dallas,TX,15400000,164.6352,Construction,36,2011,1,13,Dallas,Plano
2513,https://www.inc.com/profile/gp-flooring-solutions,GP Flooring Solutions,http://gpflooringsolutions.com,NY,15400000,156.883,Construction,34,1989,1,8,"Rochester, NY",Rochester
3732,https://www.inc.com/profile/mobomo,Mobomo,mobomo.com,VA,15400000,91.5202,IT System Development,65,2009,7,41,"Washington, DC",Vienna
3860,https://www.inc.com/profile/managed-care-advisors,Managed Care Advisors,mcacares.com,MD,15400000,86.0913,Health,115,1997,4,80,"Washington, DC",Bethesda
4164,https://www.inc.com/profile/solar-solution,Solar Solution,solarsolutionllc.com,DC,15400000,75.5691,Energy,49,2008,5,26,"Washington, DC",Washington
4183,https://www.inc.com/profile/silk-worldwide,Silk Worldwide,silkworldwide.com,TX,15400000,74.8741,Consumer Products & Services,40,2010,5,15,Houston,Stafford
167,https://www.inc.com/profile/tamimi-pharmacy,Tamimi Pharmacy,http://salhabpharmacy.com,FL,15500000,2313.8369,Health,40,2013,1,8,Tampa,Temple Terrace
2394,https://www.inc.com/profile/equipment-management-group,Equipment Management Group,equipmentmg.com,GA,15500000,166.815,Logistics & Transportation,17,2008,4,7,Atlanta,Atlanta
2965,https://www.inc.com/profile/rxnt,RxNT,rxnt.com,MD,15500000,126.1052,Software,50,1999,1,25,Baltimore,Annapolis
3448,https://www.inc.com/profile/spark-orthodontics,Spark Orthodontics,sparksmiles.com,PA,15500000,102.0776,Health,88,2010,1,35,"Allentown-Bethlehem-Easton, PA-NJ",Bethlehem
3875,https://www.inc.com/profile/daysmart-software,DaySmart Software,daysmart.com,MI,15500000,85.5407,Software,75,1999,9,49,"Ann Arbor, MI",Ann Arbor
4511,https://www.inc.com/profile/source-alliance-network,Source Alliance Network,sourcealliance.net,IL,15500000,65.2206,Logistics & Transportation,22,2010,3,13,Chicago,Chicago
614,https://www.inc.com/profile/fundera,Fundera,fundera.com,NY,15600000,720.4708,Financial Services,96,2013,2,38,New York City,New York
1029,https://www.inc.com/profile/zippypaws,ZippyPaws,zippypaws.com,CA,15600000,409.2259,Consumer Products & Services,18,2011,3,8,"Inland Empire, CA",Chino
1168,https://www.inc.com/profile/resolute-technologies,Resolute Technologies,beresolute.net,MD,15600000,354.972,IT System Development,68,2013,2,23,Baltimore,Columbia
1334,https://www.inc.com/profile/washington-capital-partners,Washington Capital Partners,washingtoncapitalpartners.com,VA,15600000,309.3092,Financial Services,28,2012,2,6,"Washington, DC",Falls Church
1545,https://www.inc.com/profile/teamson-design-corp,Teamson Design Corp.,teamson.com,NY,15600000,268.0698,Consumer Products & Services,60,1997,1,20,New York City,bay shore
2529,https://www.inc.com/profile/aspirent,Aspirent,aspirent.com,GA,15600000,155.4306,IT Management,85,2012,4,45,Atlanta,Atlanta
2535,https://www.inc.com/profile/nuventra-pharma-sciences,Nuventra Pharma Sciences,nuventra.com,NC,15600000,154.9637,Health,56,2008,6,38,"Durham, NC",Durham
3274,https://www.inc.com/profile/walker-sands,Walker Sands,walkersands.com,IL,15600000,110.5449,Advertising & Marketing,114,2001,7,61,Chicago,Chicago
3278,https://www.inc.com/profile/incapsulate,Incapsulate,incapsulate.com,DC,15600000,110.2749,IT Management,158,2008,1,28,"Washington, DC",Washington
898,https://www.inc.com/profile/american-business-brokers,American Business Brokers,americanbizbrokers.com,UT,15700000,473.2924,Business Products & Services,4,2013,3,1,Salt Lake City,Holladay
1064,https://www.inc.com/profile/bestica,Bestica,bestica.com,TX,15700000,393.7102,IT Management,200,2005,2,70,"San Antonio, TX",San Antonio
2211,https://www.inc.com/profile/mst-solutions,MST Solutions,mstsolutions.com,AZ,15700000,181.9956,IT System Development,62,2012,2,23,Phoenix,Chandler
2493,https://www.inc.com/profile/mavice,Mavice,mavice.com,CA,15700000,157.9824,Software,25,2002,5,15,Los Angeles,Santa Monica
2620,https://www.inc.com/profile/bayless-integrated-healthcare,Bayless Integrated Healthcare,baylesshealthcare.com,AZ,15700000,148.4928,Health,155,1982,2,50,Phoenix,Phoenix
2692,https://www.inc.com/profile/tricap-residential-group,Tricap Residential Group,tricapres.com,IL,15700000,143.3398,Real Estate,50,2007,1,20,Chicago,Chicago
3671,https://www.inc.com/profile/peepers-by-peeperspecs,Peepers by PeeperSpecs,http://peepers.com,IN,15700000,94.6182,Consumer Products & Services,38,1993,7,14,,Michigan City
4644,https://www.inc.com/profile/peterman-heating-cooling-plumbing,"Peterman Heating, Cooling & Plumbing",petermanhvac.com,IN,15700000,61.7196,Consumer Products & Services,120,1986,1,40,"Indianapolis, IN",Indianapolis
4858,https://www.inc.com/profile/foreman-therapy-services,Foreman Therapy Services,foremantherapyservices.com,TX,15700000,56.7068,Health,400,2011,2,200,Dallas,Dallas
4942,https://www.inc.com/profile/green-lawn-fertilizing,Green Lawn Fertilizing,greenlawnfertilizing.com,PA,15700000,53.821,Consumer Products & Services,132,2004,7,85,Philadelphia,West Chester
