Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
Asahi Group Holdings,19.914,19.198,1.37,28.066,520,Consumer Staples,Beverages,Asia,Japan,Japan,,Akiyoshi Koji,http://www.forbes.com/companies/asahi-group-holdings/,0.0488135110097627,0.071361600166684
Illinois Tool Works,51.761,14.768,2.563,14.87,521,Industrials,Other Industrial Equipment,North America,United States,Illinois,Illinois,E.Scott Santi,http://www.forbes.com/companies/illinois-tool-works/,0.17236045729657,0.173550920910076
Fujifilm Holdings,19.489,21.943,1.062,31.111,522,Consumer Discretionary,Consumer Electronics,Asia,Japan,Japan,,Shigetaka Komori,http://www.forbes.com/companies/fujifilm-holdings/,0.034135836199415,0.0483981224080572
Saint-Gobain,22.546,49.283,0.495,50.347,523,Materials,Construction Materials,Europe,France,France,,Pierre-André de Chalendar,http://www.forbes.com/companies/saint-gobain/,0.00983176753331877,0.0100440314104255
Cognizant,41.028,16.125,2.101,15.913,524,Information Technology,Computer Services,North America,United States,New Jersey,New Jersey,Francisco D’Souza,http://www.forbes.com/companies/cognizant/,0.132030415383649,0.130294573643411
Tatneft,27.238,14.876,3.372,17.316,524,Energy,Oil & Gas Operations,Asia,Russia,Russia,,Nail Maganov,http://www.forbes.com/companies/tatneft/,0.194733194733195,0.226673837052971
DTE Energy,22.574,14.189,1.118,36.288,526,Utilities,Electric Utilities,North America,United States,Michigan,Michigan,Gerard M. Anderson,http://www.forbes.com/companies/dte-energy/,0.0308090828924162,0.078793431531468
KeyCorp,16.816,7.329,1.866,140.305,527,Financials,Major Banks,North America,United States,Ohio,Ohio,Beth Mooney,http://www.forbes.com/companies/keycorp/,0.0132995973058694,0.254604993860008
Recruit Holdings,47.054,20.723,1.531,15.099,527,Consumer Discretionary,Business & Personal Services,Asia,Japan,Japan,,Masumi Minegishi,http://www.forbes.com/companies/recruit-holdings/,0.101397443539307,0.0738792645852435
NVIDIA,113.362,11.716,4.142,13.292,529,Information Technology,Semiconductors,North America,United States,California,California,Jensen Huang,http://www.forbes.com/companies/nvidia/,0.311616009629853,0.353533629224992
Sasol,20.994,14.809,1.25,32.844,530,Materials,Diversified Chemicals,Africa,South Africa,South Africa,,Stephen Cornell,http://www.forbes.com/companies/sasol/,0.0380587017415662,0.0844081301911
JFE Holdings,10.06,35.738,1.422,41.777,531,Materials,Iron & Steel,Asia,Japan,Japan,,Eiji Hayashida,http://www.forbes.com/companies/jfe-holdings/,0.0340378677262609,0.0397895797190665
Bank of Ningbo,17.96,7.047,1.691,162.609,532,Financials,Regional Banks,Asia,China,China,,Li Hong,http://www.forbes.com/companies/bank-of-ningbo/,0.0103991783972597,0.23996026678019
eBay,31.476,10.754,2.53,22.819,533,Consumer Discretionary,Internet & Catalog Retail,North America,United States,California,California,Devin Wenig,http://www.forbes.com/companies/ebay/,0.110872518515272,0.235261298121629
Mitsubishi Heavy Industries,13.851,37.655,0.734,48.032,534,Industrials,Heavy Equipment,Asia,Japan,Japan,,Seiji Izumisawa,http://www.forbes.com/companies/mitsubishi-heavy-industries/,0.0152814790139907,0.019492763245253
Citizens Financial Group,16.279,7.168,1.721,161.31,535,Financials,Regional Banks,North America,United States,Rhode Island,Rhode Island,Bruce van Saun,http://www.forbes.com/companies/citizens-financial-group/,0.0106688983943959,0.240094866071429
Weichai Power,14.366,24.022,1.31,30.686,535,Industrials,Heavy Equipment,Asia,China,China,,Xu Tan,http://www.forbes.com/companies/weichai-power/,0.0426904777422929,0.0545333444342686
Nucor,17.525,25.067,2.351,17.921,537,Materials,Iron & Steel,North America,United States,North Carolina,North Carolina,John J. Ferriola,http://www.forbes.com/companies/nucor/,0.131186875732381,0.0937886464275741
Sherwin-Williams,41.932,17.534,1.109,19.134,538,Consumer Discretionary,Home Improvement Retail,North America,United States,Ohio,Ohio,John G. Morikis,http://www.forbes.com/companies/sherwin-williams/,0.057959652973764,0.0632485456826737
Formosa Petrochemical,35.368,25.454,1.993,13.201,539,Energy,Oil & Gas Operations,Asia,Taiwan,Taiwan,,Ming Tsao,http://www.forbes.com/companies/formosa-petrochemical/,0.150973411105219,0.078298106387994
Ally Financial,11.924,10.68,1.263,178.869,540,Financials,Regional Banks,North America,United States,Michigan,Michigan,Jeffrey J. Brown,http://www.forbes.com/companies/ally-financial/,0.00706103349378595,0.118258426966292
Murata Manufacturing,33.891,14.077,1.757,18.66,541,Information Technology,Electronics,Asia,Japan,Japan,,Tsuneo Murata,http://www.forbes.com/companies/murata-manufacturing/,0.0941586280814577,0.12481352560915
Northern Trust,20.073,6.655,1.536,132.213,542,Financials,Regional Banks,North America,United States,Illinois,Illinois,Michael G. O’Grady,http://www.forbes.com/companies/northern-trust/,0.01161761702707,0.230803906836965
American Tower,85.26,7.44,1.236,33.01,543,Financials,Real Estate,North America,United States,Massachusetts,Massachusetts,"James D. Taiclet, Jr.",http://www.forbes.com/companies/american-tower/,0.0374431990305968,0.166129032258064
China Fortune Land Development,14.482,10.382,1.595,57.755,544,Industrials,Construction Services,Asia,China,China,,Dong Chang,http://www.forbes.com/companies/china-fortune-land-development/,0.027616656566531,0.153631284916201
CME Group,63.108,4.321,1.962,77.54,545,Financials,Investment Services,North America,United States,Illinois,Illinois,Terrence A. Duffy,http://www.forbes.com/companies/cme-group/,0.025303069383544,0.454061559824115
Samsung Fire & Marine,11.198,18.558,0.973,70.463,546,Financials,Property & Casualty Insurance,Asia,South Korea,South Korea,,Young-Moo Choi,http://www.forbes.com/companies/samsung-fire-marine/,0.0138086655407803,0.0524302187735747
Deutsche Bank,18.074,42.269,0.314,1541.123,547,Financials,Major Banks,Europe,Germany,Germany,,Christian Sewing,http://www.forbes.com/companies/deutsche-bank/,0.000203747526965726,0.00742861198514278
Kraft Heinz Company,40.192,26.259,-10.229,103.627,548,Consumer Staples,Food Processing,North America,United States,Illinois,Illinois,Bernardo Hees,http://www.forbes.com/companies/kraft-heinz-company/,-0.0987097957096124,-0.389542633002018
Qingdao Haier,16.957,26.818,1.138,24.362,549,Consumer Discretionary,Household Appliances,Asia,China,China,,Hai Liang,http://www.forbes.com/companies/qingdao-haier/,0.0467120926032345,0.0424341859944813
Associated British Foods,25.822,20.759,1.354,17.855,550,Consumer Staples,Food Processing,Australia,Australia,Australia,,George Weston,http://www.forbes.com/companies/associated-british-foods/,0.0758330999719966,0.0652247218074088
MTR,37.07,6.881,2.042,35.084,551,Industrials,Railroads,Asia,Hong Kong,Hong Kong,,Chak-pui Kam,http://www.forbes.com/companies/mtr/,0.0582031695359708,0.29675919197791
Tata Steel,8.97,23.192,2.641,34.334,552,Materials,Iron & Steel,Asia,India,India,,Thachat Narendran,http://www.forbes.com/companies/tata-steel/,0.0769208364886119,0.113875474301483
Bank Central Asia,49.38,5.233,1.816,57.357,553,Financials,Regional Banks,Asia,Indonesia,Indonesia,,Jahja Setiaatmadja,http://www.forbes.com/companies/bank-central-asia/,0.0316613490942692,0.347028473151156
Bank of Nanjing,11.525,8.563,1.653,176.888,554,Financials,Regional Banks,Asia,China,China,,Xingnong Shu,http://www.forbes.com/companies/bank-of-nanjing/,0.00934489620550857,0.193039822492117
Telenor,29,13.558,1.383,22.089,555,Telecommunication Services,Telecommunications services,Europe,Norway,Norway,,Sigve Brekke,http://www.forbes.com/companies/telenor/,0.0626103490425099,0.102006195604071
Colgate-Palmolive,59.628,15.544,2.4,12.161,556,Consumer Staples,Household/Personal Care,North America,United States,New York,New York,Ian Cook,http://www.forbes.com/companies/colgate-palmolive/,0.197352191431626,0.154400411734431
Boston Scientific,48.82,9.823,1.671,20.999,557,Health Care,Medical Equipment & Supplies,North America,United States,Massachusetts,Massachusetts,Michael F. Mahoney,http://www.forbes.com/companies/boston-scientific/,0.0795752178675175,0.170110964063932
Kimberly-Clark,42.515,18.486,1.41,14.518,558,Consumer Staples,Household/Personal Care,North America,United States,Texas,Texas,Thomas J. Falk,http://www.forbes.com/companies/kimberly-clark/,0.0971208155393305,0.0762739370334307
China National Building,8.01,32.984,1.219,63.598,559,Materials,Construction Materials,Asia,China,China,,Zhi Song,http://www.forbes.com/companies/china-national-building/,0.0191672694109878,0.0369573126364298
CBS,19.628,14.514,1.96,21.859,560,Consumer Discretionary,Broadcasting & Cable,North America,United States,New York,New York,Joseph Ianniello,http://www.forbes.com/companies/cbs/,0.0896655839699895,0.135042028386386
Dollar General,32.021,25.625,1.589,13.296,560,Consumer Discretionary,Discount Stores,North America,United States,Tennessee,Tennessee,Todd Vasos,http://www.forbes.com/companies/dollar-general/,0.119509626955475,0.062009756097561
DISH Network,16.325,13.621,1.575,30.72,562,Consumer Discretionary,Broadcasting & Cable,North America,United States,Colorado,Colorado,W. Carlson,http://www.forbes.com/companies/dish-network/,0.05126953125,0.115630276778504
Keurig Dr Pepper,37.449,9.025,0.808,48.918,563,Consumer Staples,Beverages,North America,United States,Texas,Texas,Robert Gamgort,http://www.forbes.com/companies/keurig-dr-pepper/,0.0165174373441269,0.0895290858725762
Kubota,18.044,16.754,1.255,26.393,564,Industrials,Heavy Equipment,Asia,Japan,Japan,,Masatoshi Kimata,http://www.forbes.com/companies/kubota/,0.047550486871519,0.0749074847797541
Rakuten,14.452,9.973,1.288,66.946,565,Consumer Discretionary,Internet & Catalog Retail,Asia,Japan,Japan,,Hiroshi Mikitani,http://www.forbes.com/companies/rakuten/,0.0192393869686016,0.129148701494034
Merck,45.844,17.745,0.46,42.757,566,Health Care,Pharmaceuticals,Europe,Germany,Germany,,Stefan Oschmann,http://www.forbes.com/companies/merck/,0.0107584722969338,0.0259227951535644
Rogers Communications,26.593,11.647,1.589,23.369,566,Telecommunication Services,Telecommunications services,North America,Canada,Canada,,Joe Natale,http://www.forbes.com/companies/rogers-communications/,0.0679960631605974,0.136429981969606
PPL,22.329,7.785,1.825,43.396,568,Utilities,Electric Utilities,North America,United States,Pennsylvania,Pennsylvania,William H. Spence,http://www.forbes.com/companies/ppl/,0.0420545672412204,0.234425176621708
Aisin Seiki,10.995,36.613,1.099,32.46,569,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,Japan,,Kanshiro Toyoda,http://www.forbes.com/companies/aisin-seiki/,0.0338570548367221,0.0300166607489143
Aroundtown,9.06,,1.912,21.766,570,Financials,Real Estate,Europe,Luxembourg,Luxembourg,,Shmuel Mayo,http://www.forbes.com/companies/aroundtown/,0.0878434255260498,
Aon,42.14,10.761,1.052,26.422,571,Consumer Discretionary,Business & Personal Services,Europe,United Kingdom,United Kingdom,,Gregory Case,http://www.forbes.com/companies/aon/,0.0398153054272954,0.0977604311866927
Sinopharm Group,11.103,51.874,0.88,34.34,572,Health Care,Pharmaceuticals,Asia,China,China,,Zhi Li,http://www.forbes.com/companies/sinopharm-group/,0.0256260920209668,0.0169641824420712
Royal Caribbean Cruises,25.31,9.494,1.811,27.698,573,Consumer Discretionary,Hotels & Motels,North America,United States,Florida,Florida,Richard D. Fain,http://www.forbes.com/companies/royal-caribbean-cruises/,0.0653837822225431,0.190752053928797
Norilsk Nickel,35.886,11.603,3.016,15.273,574,Materials,Diversified Metals & Mining,Asia,Russia,Russia,,Vladimir Potanin,http://www.forbes.com/companies/norilsk-nickel/,0.197472664178616,0.259932776006205
Woori Financial Group,8.341,10.953,1.71,305.115,575,Financials,Regional Banks,Asia,South Korea,South Korea,,Tae-Seung Son,http://www.forbes.com/companies/woori-financial-group/,0.00560444422594759,0.156121610517666
Kirin Holdings,19.63,17.48,1.483,20.996,576,Consumer Staples,Beverages,Asia,Japan,Japan,,Yoshinori Isozaki,http://www.forbes.com/companies/kirin-holdings/,0.0706325014288436,0.0848398169336384
NXP Semiconductors,33.064,9.407,2.208,21.53,577,Information Technology,Semiconductors,Europe,Netherlands,Netherlands,,Richard Clemmer,http://www.forbes.com/companies/nxp-semiconductors/,0.102554575011612,0.234718826405868
Saudi Electricity,18.288,17.081,0.476,123.839,578,Utilities,Electric Utilities,Asia,Saudi Arabia,Saudi Arabia,,Ziad Al-Shiha,http://www.forbes.com/companies/saudi-electricity/,0.00384370028827752,0.0278672208887067
Swisscom,24.083,11.969,1.56,22.911,579,Telecommunication Services,Telecommunications services,Europe,Switzerland,Switzerland,,Urs Schaeppi,http://www.forbes.com/companies/swisscom/,0.0680895639649077,0.130336703149804
McKesson,21.887,213.518,-0.316,61.011,580,Health Care,Pharmaceuticals,North America,United States,California,California,John H. Hammergren,http://www.forbes.com/companies/mckesson/,-0.00517939387979217,-0.00147996890191928
Nidec,41.441,13.912,1.269,17.161,581,Industrials,Electrical Equipment,Asia,Japan,Japan,,Shigenobu Nagamori,http://www.forbes.com/companies/nidec/,0.0739467397004836,0.0912162162162162
Omnicom Group,18.12,15.13,1.325,25.211,582,Consumer Discretionary,Advertising,North America,United States,New York,New York,John D. Wren,http://www.forbes.com/companies/omnicom-group/,0.0525564237832692,0.0875743555849306
Coal India,22.535,14.379,1.86,18.318,583,Materials,Diversified Metals & Mining,Asia,India,India,,Anil Jha,http://www.forbes.com/companies/coal-india/,0.101539469374386,0.129355309826831
RELX,43.358,9.99,1.896,17.829,584,Information Technology,Computer Services,Europe,United Kingdom,United Kingdom,,Erik Engstrom,http://www.forbes.com/companies/relx/,0.106343597509675,0.18978978978979
Ingersoll Rand,27.314,15.668,1.338,17.915,585,Industrials,Conglomerates,Europe,Ireland,Ireland,,Michael Lamach,http://www.forbes.com/companies/ingersoll-rand/,0.0746860173039353,0.0853969874904264
FirstEnergy,21.522,11.454,0.913,40.063,586,Utilities,Electric Utilities,North America,United States,Ohio,Ohio,Charles E. Jones,http://www.forbes.com/companies/firstenergy/,0.0227891071562289,0.0797101449275362
Anadarko Petroleum,32.216,13.078,0.605,40.376,587,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Al Walker,http://www.forbes.com/companies/anadarko-petroleum/,0.0149841489994056,0.0462608961614926
Korea Electric Power,16.289,55.09,-1.194,166.024,588,Utilities,Electric Utilities,Asia,South Korea,South Korea,,Jong-Kap Kim,http://www.forbes.com/companies/korea-electric-power/,-0.00719173131595432,-0.0216736249773099
Regions Financial,15.521,6.518,1.543,128.802,589,Financials,Major Banks,North America,United States,Alabama,Alabama,Carolyn Byrd,http://www.forbes.com/companies/regions-financial/,0.0119796276455335,0.236729057993249
Simon Property Group,55.019,5.655,2.151,30.686,590,Financials,Real Estate,North America,United States,Indiana,Indiana,David Simon,http://www.forbes.com/companies/simon-property-group/,0.070097112689826,0.380371352785146
Corning,27.365,11.29,1.066,27.505,591,Information Technology,Communications Equipment,North America,United States,New York,New York,Wendell P. Weeks,http://www.forbes.com/companies/corning/,0.0387565897109616,0.0944198405668733
The Estée Lauder Companies,61.517,14.194,1.631,12.676,591,Consumer Staples,Household/Personal Care,North America,United States,New York,New York,Fabrizio Freda,http://www.forbes.com/companies/estee-lauder/,0.128668349637109,0.114907707482035
Henderson Land,27.967,2.838,3.975,56.34,593,Financials,Real Estate,Asia,Hong Kong,Hong Kong,,Shau Lee,http://www.forbes.com/companies/henderson-land/,0.0705537806176784,1.40063424947146
Grupo Mexico,24.323,10.491,1.318,26.871,594,Materials,Diversified Metals & Mining,North America,Mexico,Mexico,,Germán Mota-Velasco,http://www.forbes.com/companies/grupo-mexico/,0.0490491608053292,0.125631493661233
Allergan,46.333,15.787,-5.096,101.788,595,Health Care,Pharmaceuticals,Europe,Ireland,Ireland,,Brenton Saunders,http://www.forbes.com/companies/allergan/,-0.0500648406491924,-0.32279723823399
H&M - Hennes & Mauritz,29.74,24.253,1.362,13.165,595,Consumer Discretionary,Apparel/Footwear Retail,Europe,Sweden,Sweden,,Karl-Johan Persson,http://www.forbes.com/companies/hm-hennes-mauritz/,0.103456133687809,0.0561580010720323
Loews,14.958,14.065,0.636,78.316,595,Financials,Diversified Insurance,North America,United States,New York,New York,Jim Tisch,http://www.forbes.com/companies/loews/,0.00812094591143572,0.0452186277995023
VMware,77.2,8.973,2.422,14.662,598,Information Technology,Software & Programming,North America,United States,California,California,Pat Gelsinger,http://www.forbes.com/companies/vmware/,0.165188923748465,0.269920873732308
Best Buy,19.721,42.879,1.464,13.174,599,Information Technology,Computer & Electronics Retail,North America,United States,Minnesota,Minnesota,Hubert Joly,http://www.forbes.com/companies/best-buy/,0.111127979353272,0.034142587280487
First Data,23.69,9.498,1.005,38.327,600,Consumer Discretionary,Business & Personal Services,North America,United States,New York,New York,Frank Bisignano,http://www.forbes.com/companies/first-data/,0.0262217235891147,0.105811749842072
Air Products & Chemicals,43.509,8.938,1.691,19.142,601,Materials,Specialized Chemicals,North America,United States,Pennsylvania,Pennsylvania,Seifi Ghasemi,http://www.forbes.com/companies/air-products-chemicals/,0.0883397764078989,0.189192213023048
Astellas Pharma,26.022,11.824,1.934,17.576,602,Health Care,Pharmaceuticals,Asia,Japan,Japan,,Kenji Yasukawa,http://www.forbes.com/companies/astellas-pharma/,0.110036413290851,0.163565629228687
Asahi Kasei,14.094,19.417,1.316,23.671,603,Materials,Diversified Chemicals,Asia,Japan,Japan,,Ichiro Itoh,http://www.forbes.com/companies/asahi-kasei/,0.0555954543534282,0.0677756605036823
Entergy,17.801,11.069,0.863,48.275,604,Utilities,Electric Utilities,North America,United States,Louisiana,Louisiana,Leo Denault,http://www.forbes.com/companies/entergy/,0.0178767477990678,0.0779654892040835
Ageas,10.179,12.315,0.955,115.488,605,Financials,Diversified Insurance,Europe,Belgium,Belgium,,Bart de Smet,http://www.forbes.com/companies/ageas/,0.00826925741202549,0.0775477060495331
PPG,28.299,15.374,1.341,16.015,606,Materials,Diversified Chemicals,North America,United States,Pennsylvania,Pennsylvania,Michael McGarry,http://www.forbes.com/companies/ppg/,0.0837339993755854,0.0872251853779108
Shimao Property Holdings,10.164,12.972,1.336,54.998,607,Financials,Real Estate,Asia,Hong Kong,Hong Kong,,Wing Hui,http://www.forbes.com/companies/shimao-property-holdings/,0.0242917924288156,0.102991057662658
Sumitomo Electric,10.735,28.701,1.163,28.379,608,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,Japan,,Masayoshi Matsumoto,http://www.forbes.com/companies/sumitomo-electric/,0.040981007082702,0.0405212361938608
Formosa Chemicals,20.619,13.526,1.617,19.244,609,Materials,Specialized Chemicals,Asia,Taiwan,Taiwan,,Tung Huang,http://www.forbes.com/companies/formosa-chemicals/,0.0840261899812929,0.119547538074819
Atlantia,21.067,6.873,0.965,91.242,610,Industrials,Other Transportation,Europe,Italy,Italy,,Giovanni Castellucci,http://www.forbes.com/companies/atlantia/,0.0105762697003573,0.140404481303652
Kotak Mahindra Bank,37.893,6.285,1.016,50.107,611,Financials,Regional Banks,Asia,India,India,,Uday Kotak,http://www.forbes.com/companies/kotak-mahindra-bank/,0.0202766080587543,0.161654733492442
Tenaga Nasional,16.693,12.488,0.923,37.192,612,Utilities,Electric Utilities,Asia,Malaysia,Malaysia,,Amir bin Azizan,http://www.forbes.com/companies/tenaga-nasional/,0.0248171649817165,0.0739109545163357
JD.com,43.634,69.805,-0.361,30.465,613,Consumer Discretionary,Internet & Catalog Retail,Asia,China,China,,Qiang Liu,http://www.forbes.com/companies/jd/,-0.0118496635483342,-0.00517154931595158
Wheelock,14.479,6.187,2.2,75.693,614,Financials,Real Estate,Asia,Hong Kong,Hong Kong,,Douglas Woo,http://www.forbes.com/companies/wheelock/,0.0290647748140515,0.355584289639567
Western Digital,16.11,19.391,0.841,27.939,615,Information Technology,Computer Storage Devices,North America,United States,California,California,Stephen Milligan,http://www.forbes.com/companies/western-digital/,0.0301012921006478,0.0433706358619978
Industrial Bank of Korea,7.307,11.121,1.594,259.464,616,Financials,Regional Banks,Asia,South Korea,South Korea,,Do-Jin Kim,http://www.forbes.com/companies/industrial-bank-of-korea/,0.00614343415656893,0.143332434133621
Baxter International,37.991,11.127,1.624,15.641,617,Health Care,Medical Equipment & Supplies,North America,United States,Illinois,Illinois,?Jose E. Almeida,http://www.forbes.com/companies/baxter-international/,0.103829678409309,0.145951289655792
Dongfeng Motor Group,9.379,15.889,1.983,32.993,618,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,China,,Liang Ma,http://www.forbes.com/companies/dongfeng-motor-group/,0.0601036583517716,0.124803323053685
Nintendo,36.573,10.829,1.568,16.6,619,Consumer Discretionary,Recreational Products,Asia,Japan,Japan,,Tatsumi Kimishima,http://www.forbes.com/companies/nintendo/,0.0944578313253012,0.144796380090498
Aeon,15.189,77.102,0.214,90.277,620,Consumer Staples,Food Retail,Asia,Japan,Japan,,Motoya Okada,http://www.forbes.com/companies/aeon/,0.00237048196107536,0.00277554408445955
Coca-Cola European Partners,24.715,13.577,1.071,20.824,621,Consumer Staples,Beverages,Europe,United Kingdom,United Kingdom,,Damian Gammell,http://www.forbes.com/companies/coca-cola-european-partners/,0.0514310411064157,0.0788834057597407
Vonovia,25.764,4.777,2.674,56.457,621,Industrials,Construction Services,Europe,Germany,Germany,,Rolf Buch,http://www.forbes.com/companies/vonovia/,0.0473634801707494,0.559765543227967
Teck Resources,14.094,9.693,2.397,29.013,623,Materials,Diversified Metals & Mining,North America,Canada,Canada,,Donald Lindsay,http://www.forbes.com/companies/teck-resources/,0.0826181366973426,0.247291860105231
Evonik,14.262,17.723,1.101,24.662,624,Materials,Specialized Chemicals,Europe,Germany,Germany,,Christian Kullmann,http://www.forbes.com/companies/evonik/,0.0446435812180683,0.0621226654629577
TELUS,22.356,10.875,1.234,24.209,625,Telecommunication Services,Telecommunications services,North America,Canada,Canada,,Darren Entwistle,http://www.forbes.com/companies/telus/,0.0509727787186584,0.113471264367816
RWE Group,15.828,24.794,0.395,98.259,626,Utilities,Electric Utilities,Europe,Germany,Germany,,Rolf Schmitz,http://www.forbes.com/companies/rwe-group/,0.00401998799092195,0.0159312736952489
Devon Energy,14.705,11.739,3.052,19.566,627,Energy,Oil & Gas Operations,North America,United States,Oklahoma,Oklahoma,David Hager,http://www.forbes.com/companies/devon-energy/,0.155984871716242,0.259988073941562
Bharat Petroleum,11.329,36.459,1.397,18.769,628,Energy,Oil & Gas Operations,Asia,India,India,,Rajkumar Duraiswamy,http://www.forbes.com/companies/bharat-petroleum/,0.0744312430070862,0.0383170136317507
Eversource Energy,22.198,8.448,1.033,38.241,629,Utilities,Electric Utilities,North America,United States,Connecticut,Connecticut,James Judge,http://www.forbes.com/companies/eversource-energy/,0.0270128919222824,0.122277462121212
Oneok,28.537,12.708,1.152,18.232,630,Energy,Oil Services & Equipment,North America,United States,Oklahoma,Oklahoma,Terry Spencer,http://www.forbes.com/companies/oneok/,0.0631856077226854,0.0906515580736544
TD Ameritrade Holding,30.038,5.706,1.78,37.191,631,Financials,Investment Services,North America,United States,Nebraska,Nebraska,Tim Hockey,http://www.forbes.com/companies/td-ameritrade-holding/,0.0478610416498615,0.311952330879776
Siam Commercial Bank,13.67,7.098,1.239,97.891,632,Financials,Regional Banks,Asia,Thailand,Thailand,,Arthid Nanthawithaya,http://www.forbes.com/companies/siam-commercial-bank/,0.012656934753961,0.174556213017752
Edp-energias De Portugal,14.074,18.024,0.613,47.586,633,Utilities,Electric Utilities,Europe,Portugal,Portugal,,António Luís Mexia,http://www.forbes.com/companies/edp-energias-de-portugal/,0.0128819400664061,0.0340102086107412
Resona Holdings,9.658,6.951,1.581,537.392,634,Financials,Regional Banks,Asia,Japan,Japan,,Kazuhiro Higashi,http://www.forbes.com/companies/resona-holdings/,0.00294198648286539,0.227449287872249
Sumitomo Realty,17.317,9.081,1,45.458,635,Financials,Real Estate,Asia,Japan,Japan,,Junji Takashima,http://www.forbes.com/companies/sumitomo-realty/,0.0219983281270623,0.110120030833609
Raiffeisen Bank International,8.88,8.833,1.426,160.173,636,Financials,Regional Banks,Europe,Austria,Austria,,Sergey Monin,http://www.forbes.com/companies/raiffeisen-bank-international/,0.00890287376773863,0.161440054341673
Daqin Railway,18.78,10.779,2.178,19.319,637,Industrials,Railroads,Asia,China,China,,Bo Guan,http://www.forbes.com/companies/daqin-railway/,0.112738754593923,0.202059560256053
Idemitsu Kosan,9.221,39.898,1.078,27.897,638,Energy,Oil & Gas Operations,Asia,Japan,Japan,,Takashi Tsukioka,http://www.forbes.com/companies/idemitsu-kosan/,0.038642147901208,0.0270188981903855
Unibail-Rodamco,40.261,3.225,1.216,73.764,638,Financials,Real Estate,Europe,Netherlands,Netherlands,,Christophe Cuvillier,http://www.forbes.com/companies/unibail-rodamco/,0.0164850062361043,0.377054263565891
Parker-Hannifin,24.569,14.518,1.407,15.308,640,Industrials,Other Industrial Equipment,North America,United States,Ohio,Ohio,Thomas L. Williams,http://www.forbes.com/companies/parker-hannifin/,0.0919127253723543,0.0969141755062681
BOE Technology Group,20.288,14.525,0.535,44.282,641,Information Technology,Electronics,Asia,China,China,,Yan Chen,http://www.forbes.com/companies/boe-technology-group/,0.0120816584616774,0.0368330464716007
Nokia,32.305,26.62,-0.402,46.612,642,Information Technology,Communications Equipment,Europe,Finland,Finland,,Rajeev Suri,http://www.forbes.com/companies/nokia/,-0.00862438856946709,-0.0151014274981217
Infosys,45.135,11.575,2.195,11.867,643,Information Technology,Computer Services,Asia,India,India,,Salil Parekh,http://www.forbes.com/companies/infosys/,0.184966714418134,0.18963282937365
Public Bank,21.048,5.039,1.385,101.559,644,Financials,Regional Banks,Asia,Malaysia,Malaysia,,Ah Tay,http://www.forbes.com/companies/public-bank/,0.0136373930424679,0.274856122246477
Kao,36.228,13.654,1.392,13.316,645,Consumer Staples,Household/Personal Care,Asia,Japan,Japan,,Michitaka Sawada,http://www.forbes.com/companies/kao/,0.104535896665665,0.101948147063132
Mapfre,9.168,25.167,0.624,70.198,646,Financials,Diversified Insurance,Europe,Spain,Spain,,Antonio Mejías,http://www.forbes.com/companies/mapfre/,0.00888914214080173,0.0247943735844558
Geely Automobile Holdings,20.949,16.141,1.905,13.321,647,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Hong Kong,Hong Kong,,Sheng Gui,http://www.forbes.com/companies/geely-automobile-holdings/,0.143007281735605,0.1180224273589
Siam Cement,17.343,14.8,1.384,18.114,648,Materials,Specialized Chemicals,Asia,Thailand,Thailand,,Roongrote Rangsiyopash,http://www.forbes.com/companies/siam-cement/,0.0764049906149939,0.0935135135135135
Nan Ya Plastics,19.879,11.047,1.749,18.553,649,Materials,Diversified Chemicals,Asia,Taiwan,Taiwan,,Ming Tsou,http://www.forbes.com/companies/nan-ya-plastics/,0.0942704683878618,0.158323526749344
PKN Orlen,11.364,30.362,1.565,17.074,650,Energy,Oil & Gas Operations,Europe,Poland,Poland,,Daniel Obajtek,http://www.forbes.com/companies/pkn-orlen/,0.091659833665222,0.0515446940254265
Naturgy Energy Group,27.534,28.714,-3.353,46.447,651,Utilities,Natural Gas Utilities,Europe,Spain,Spain,,Francisco Massanet,http://www.forbes.com/companies/naturgy-energy-group/,-0.0721898077378517,-0.116772306192101
Kellogg,20.09,13.547,1.336,17.78,652,Consumer Staples,Food Processing,North America,United States,Michigan,Michigan,Steven A. Cahillane,http://www.forbes.com/companies/kellogg/,0.075140607424072,0.0986196205802023
WEC Energy Group,24.066,7.68,1.061,34.438,653,Utilities,Electric Utilities,North America,United States,Wisconsin,Wisconsin,Joseph Fletcher,http://www.forbes.com/companies/wec-energy-group/,0.0308089900691097,0.138151041666667
CNPC Capital,18.895,5.407,1.094,129.835,654,Industrials,Heavy Equipment,Asia,China,China,,Shang Jiang,http://www.forbes.com/companies/cnpc-capital/,0.00842607925443833,0.202330312557795
Kyocera,22.119,14.908,0.642,27.533,655,Information Technology,Electronics,Asia,Japan,Japan,,Goro Yamaguchi,http://www.forbes.com/companies/kyocera/,0.023317473577162,0.0430641266434129
