Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
XPO Logistics,7.21,17.279,0.393,12.27,1410,Industrials,Trucking,North America,United States,Connecticut,Connecticut,Bradley Jacobs,http://www.forbes.com/companies/xpo-logistics/,0.0320293398533007,0.0227443717807744
Lixil Group,4.252,15.906,0.163,19.038,1411,Materials,Construction Materials,Asia,Japan,Japan,,Kinya Seto,http://www.forbes.com/companies/lixil-group/,0.00856182372097909,0.0102477052684522
Bank of Zhengzhou,4.551,3.549,0.474,67.894,1412,Financials,Regional Banks,Asia,China,China,,Tian Wang,http://www.forbes.com/companies/bank-of-zhengzhou/,0.0069814711167408,0.133558748943364
OMRON,10.983,7.884,0.5,6.681,1412,Information Technology,Electronics,Asia,Japan,Japan,,Yoshihito Yamada,http://www.forbes.com/companies/omron/,0.074839095943721,0.0634195839675292
DCC,8.813,20.475,0.324,8.519,1414,Industrials,Conglomerates,Europe,Ireland,Ireland,,Donal Murphy,http://www.forbes.com/companies/dcc/,0.0380326329381383,0.0158241758241758
Sun Art Retail Group,8.524,15.09,0.397,8.998,1415,Consumer Staples,Food Retail,Asia,Hong Kong,Hong Kong,,Ming-Tuan Huang,http://www.forbes.com/companies/sun-art-retail-group/,0.0441209157590576,0.0263088137839629
Beijing Capital Development,3.87,5.43,0.479,42.444,1416,Financials,Real Estate,Asia,China,China,,Wen Yang,http://www.forbes.com/companies/beijing-capital-development/,0.0112854584864763,0.0882136279926335
Advanced Micro Devices,29.938,6.475,0.337,4.556,1417,Information Technology,Semiconductors,North America,United States,California,California,Lisa Su,http://www.forbes.com/companies/advanced-micro-devices/,0.0739683933274802,0.0520463320463321
Nitori Holdings,13.28,5.504,0.617,5.563,1417,Consumer Discretionary,Specialty Stores,Asia,Japan,Japan,,Akio Nitori,http://www.forbes.com/companies/nitori-holdings/,0.110911378752472,0.112100290697674
Arca Continental,10.041,8.263,0.452,12.079,1419,Consumer Staples,Beverages,North America,Mexico,Mexico,,Arturo Hernández,http://www.forbes.com/companies/arca-continental/,0.0374203162513453,0.054701682197749
Masraf Al Rayan,7.514,0.969,0.585,26.72,1420,Financials,Regional Banks,Asia,Qatar,Qatar,,Adel Mustafawi,http://www.forbes.com/companies/masraf-al-rayan/,0.0218937125748503,0.603715170278638
BNK Financial Group,2.038,3.955,0.437,88.541,1421,Financials,Regional Banks,Asia,South Korea,South Korea,,Ji-Wan Kim,http://www.forbes.com/companies/bnk-financial-group/,0.00493556657367773,0.110493046776233
Assurant,5.751,8.001,0.251,41.089,1422,Financials,Diversified Insurance,North America,United States,New York,New York,Alan Colberg,http://www.forbes.com/companies/assurant/,0.00610869089050598,0.0313710786151731
NASDAQ,14.886,4.396,0.458,15.7,1423,Financials,Investment Services,North America,United States,New York,New York,Adena Friedman,http://www.forbes.com/companies/nasdaq/,0.029171974522293,0.104185623293904
Bawag Group,5.037,1.878,0.513,51.097,1424,Financials,Regional Banks,Europe,Austria,Austria,,Anas Abuzaakouk,http://www.forbes.com/companies/bawag-group/,0.0100397283597863,0.273162939297125
Shanghai Commercial & Savings Bank,6.439,1.743,0.455,61.568,1424,Financials,Regional Banks,Asia,Taiwan,Taiwan,,Shan Chen,http://www.forbes.com/companies/shanghai-commercial-savings-bank/,0.0073902027027027,0.261044176706827
Iida Group Holdings,4.926,12.123,0.599,11.705,1426,Industrials,Construction Services,Asia,Japan,Japan,,Kazuhiko Mori,http://www.forbes.com/companies/iida-group-holdings/,0.051174711661683,0.0494102119937309
Mirae Asset Daewoo,4.755,3.406,0.415,105.83,1427,Financials,Investment Services,Asia,South Korea,South Korea,,Ung-Kee Cho,http://www.forbes.com/companies/mirae-asset-daewoo/,0.00392138335065671,0.121843805049912
Far East Horizon,4.265,3.909,0.595,38.739,1428,Consumer Discretionary,Business & Personal Services,Asia,Hong Kong,Hong Kong,,Fan Kong,http://www.forbes.com/companies/far-east-horizon/,0.0153591987402876,0.15221284215912
CSN,5.338,6.282,1.388,12.211,1429,Materials,Iron & Steel,South America,Brazil,Brazil,,Benjamin Steinbruch,http://www.forbes.com/companies/csn/,0.113668004258455,0.220948742438714
Bank Of Gansu,2.837,2.597,0.526,47.864,1430,Financials,Regional Banks,Asia,China,China,,Xin Li,http://www.forbes.com/companies/bank-of-gansu/,0.0109894701654688,0.202541393916057
People's United Financial,6.806,1.908,0.468,47.877,1430,Financials,Thrifts & Mortgage Finance,North America,United States,Connecticut,Connecticut,John P. Barnes,http://www.forbes.com/companies/peoples-united-financial/,0.00977504856193997,0.245283018867925
E-mart,4.276,15.492,0.397,15.015,1432,Consumer Discretionary,Discount Stores,Asia,South Korea,South Korea,,Gab-Soo Lee,http://www.forbes.com/companies/e-mart/,0.0264402264402264,0.0256261296152853
Kerry Properties,6.363,3.063,0.957,21.737,1433,Industrials,Construction Services,Asia,Hong Kong,Hong Kong,,Siu Wong,http://www.forbes.com/companies/kerry-properties/,0.0440263145788287,0.312438785504407
ENN Energy Holdings,10.789,9.145,0.431,10.766,1434,Utilities,Natural Gas Utilities,Asia,China,China,,Ji Han,http://www.forbes.com/companies/enn-energy-holdings/,0.0400334386030095,0.0471295790049207
Next,10.315,5.524,0.783,3.698,1435,Consumer Discretionary,Department Stores,Europe,United Kingdom,United Kingdom,,Simon Wolfson,http://www.forbes.com/companies/next/,0.211736073553272,0.141745112237509
Tech Data,3.888,37.239,0.341,12.987,1435,Information Technology,Electronics,North America,United States,Florida,Florida,Rich Hume,http://www.forbes.com/companies/tech-data/,0.0262570262570263,0.00915706651628669
Wm Morrison Supermarkets,6.891,23.509,0.323,13.044,1435,Consumer Staples,Food Retail,Europe,United Kingdom,United Kingdom,,David Potts,http://www.forbes.com/companies/wm-morrison-supermarkets/,0.0247623428396197,0.0137394189459356
Hong Leong Financial,5.236,2.261,0.482,58.229,1438,Financials,Investment Services,Asia,Malaysia,Malaysia,,Kong Tan,http://www.forbes.com/companies/hong-leong-financial/,0.00827766233320167,0.213180008845644
Arab Bank,5.414,2.283,0.611,36,1439,Financials,Regional Banks,Asia,Jordan,Jordan,,Nehme Sabbagh,http://www.forbes.com/companies/arab-bank/,0.0169722222222222,0.267630310994306
Sekisui Chemical,7.447,10.366,0.554,9.336,1440,Industrials,Construction Services,Asia,Japan,Japan,,Naofumi Negishi,http://www.forbes.com/companies/sekisui-chemical/,0.0593401885175664,0.0534439513795099
Korea Investment Holdings,3.616,2.254,0.481,57.361,1441,Financials,Investment Services,Asia,South Korea,South Korea,,Nam-Goo Kim,http://www.forbes.com/companies/korea-investment-holdings/,0.00838548839804048,0.213398402839397
Flex,5.845,26.49,0.138,13.975,1442,Information Technology,Electronics,Asia,Singapore,Singapore,,Revathi Advaithi,http://www.forbes.com/companies/flex/,0.00987477638640429,0.00520951302378256
Naver,15.171,5.077,0.59,8.856,1442,Information Technology,Computer Services,Asia,South Korea,South Korea,,Seong-Sook Han,http://www.forbes.com/companies/naver/,0.0666214995483288,0.116210360449084
Orient Securities,11.25,2.36,0.187,33.044,1442,Financials,Investment Services,Asia,China,China,,Xin Pan,http://www.forbes.com/companies/orient-securities/,0.00565912117177097,0.0792372881355932
Union Bank of India,1.528,5.96,-0.809,75.718,1445,Financials,Regional Banks,Asia,India,India,,Rajkiran Rai G.,http://www.forbes.com/companies/union-bank-of-india/,-0.0106843815209065,-0.135738255033557
Korean Air,2.996,11.831,-0.175,22.925,1446,Industrials,Airline,Asia,South Korea,South Korea,,Won-Tae Cho,http://www.forbes.com/companies/korean-air/,-0.00763358778625954,-0.0147916490575606
Mebuki Financial Group,3.02,2.165,0.381,157.157,1446,Financials,Regional Banks,Asia,Japan,Japan,,Satoshi Fujisawa,http://www.forbes.com/companies/mebuki-financial-group/,0.0024243272650916,0.175981524249423
Gudang Garam,10.838,6.729,0.547,4.805,1448,Consumer Staples,Tobacco,Asia,Indonesia,Indonesia,,Susilo Wonowidjojo,http://www.forbes.com/companies/gudang-garam/,0.113839750260146,0.0812899390696983
American Equity Investment,2.584,2.361,0.458,63.065,1449,Financials,Life & Health Insurance,North America,United States,Iowa,Iowa,John Matovina,http://www.forbes.com/companies/american-equity-investment/,0.00726234837072861,0.193985599322321
Spirit AeroSystems,9.04,7.222,0.617,5.686,1450,Industrials,Aerospace & Defense,North America,United States,Kansas,Kansas,Thomas Gentile,http://www.forbes.com/companies/spirit-aerosystems/,0.10851213506859,0.0854333979507062
Ooredoo Q.P.S.C,5.718,8.219,0.43,23.426,1451,Telecommunication Services,Telecommunications services,Asia,Qatar,Qatar,,Saud Faleh Al-Thani,http://www.forbes.com/companies/ooredoo-qpsc/,0.0183556731836421,0.0523178002190047
Yonghui Superstores,13.002,10.357,0.221,5.524,1452,Consumer Staples,Food Retail,Asia,China,China,,Zhen Lin,http://www.forbes.com/companies/yonghui-superstores/,0.0400072411296162,0.0213382253548325
Chongqing Rural Bank,6.144,6.936,1.369,,1453,Financials,Regional Banks,Asia,China,China,,Jian Liu,http://www.forbes.com/companies/chongqing-rural-bank/,,0.19737600922722
First Horizon National,4.67,2.268,0.545,40.959,1453,Financials,Regional Banks,North America,United States,Tennessee,Tennessee,Bryan Jordan,http://www.forbes.com/companies/first-horizon-national/,0.013305988915745,0.240299823633157
Electrolux Group,7.408,14.266,0.437,10.976,1455,Consumer Discretionary,Household Appliances,Europe,Sweden,Sweden,,Jonas Samuelson,http://www.forbes.com/companies/electrolux-group/,0.039814139941691,0.0306322725360998
Synopsys,17.359,3.172,0.59,6.344,1455,Information Technology,Software & Programming,North America,United States,California,California,Aart de Geus,http://www.forbes.com/companies/synopsys/,0.0930012610340479,0.186002522068096
Mitsubishi Materials,3.599,15.619,0.033,17.812,1457,Materials,Diversified Metals & Mining,Asia,Japan,Japan,,Hiroshi Yao,http://www.forbes.com/companies/mitsubishi-materials/,0.00185268358410061,0.00211281131954671
Church & Dwight,18.157,4.146,0.569,6.069,1458,Consumer Staples,Household/Personal Care,North America,United States,New Jersey,New Jersey,Matthew T. Farrell,http://www.forbes.com/companies/church-dwight/,0.0937551491184709,0.137240713941148
Xylem,14.915,5.207,0.549,7.222,1459,Industrials,Other Industrial Equipment,North America,United States,New York,New York,Patrick Decker,http://www.forbes.com/companies/xylem/,0.0760177236222653,0.105434991357788
Total System Services,17.836,4.028,0.576,7.469,1460,Consumer Discretionary,Business & Personal Services,North America,United States,Ohio,Ohio,M. Woods,http://www.forbes.com/companies/total-system-services/,0.0771187575311287,0.142999006951341
China Merchants Port Holdings,6.935,1.296,0.924,17.873,1461,Industrials,Other Transportation,Asia,Hong Kong,Hong Kong,,Jing Bai,http://www.forbes.com/companies/china-merchants-port-holdings/,0.0516980920942203,0.712962962962963
Tapestry,9.439,5.988,0.729,7.119,1462,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,New York,New York,Victor Luís,http://www.forbes.com/companies/tapestry/,0.102402022756005,0.121743486973948
Compal Electronics,2.769,32.092,0.296,13.007,1463,Information Technology,Computer Hardware,Asia,Taiwan,Taiwan,,Jui-Tsung Chen,http://www.forbes.com/companies/compal-electronics/,0.022756977012378,0.00922348248784744
Red Hat,32.16,3.362,0.434,5.588,1464,Information Technology,Software & Programming,North America,United States,North Carolina,North Carolina,Jim Whitehurst,http://www.forbes.com/companies/red-hat/,0.0776664280601288,0.129089827483641
Proximus,9.604,6.804,0.605,9.912,1465,Telecommunication Services,Telecommunications services,Europe,Belgium,Belgium,,Dominique Leroy,http://www.forbes.com/companies/proximus/,0.0610371267150928,0.0889182833627278
Waters,16.952,2.42,0.594,3.727,1465,,Precision Healthcare Equipment,North America,United States,Massachusetts,Massachusetts,Christopher J. O'Connell,http://www.forbes.com/companies/waters/,0.159377515427958,0.245454545454545
Sistema,1.374,12.46,-0.731,21.124,1467,Telecommunication Services,Telecommunications services,Asia,Russia,Russia,,Andrei Dubovskov,http://www.forbes.com/companies/sistema/,-0.0346051884112857,-0.0586677367576244
Mashreq Bank,3.673,2.651,0.561,38.096,1468,Financials,Regional Banks,Asia,United Arab Emirates,United Arab Emirates,,Abdul Al-Ghurair,http://www.forbes.com/companies/mashreq-bank/,0.0147259554808904,0.211618257261411
Pinnacle West,10.562,3.665,0.511,17.664,1469,Utilities,Electric Utilities,North America,United States,Arizona,Arizona,Donald Brandt,http://www.forbes.com/companies/pinnacle-west/,0.0289288949275362,0.139427012278308
Vornado Realty,12.782,2.37,0.449,17.181,1470,Financials,Real Estate,North America,United States,New York,New York,Steven Roth,http://www.forbes.com/companies/vornado-realty/,0.0261335195855887,0.189451476793249
Xiamen International Trade Group,2.541,30.542,0.25,12.994,1471,Industrials,Trading Companies,Asia,China,China,,Yan Wang,http://www.forbes.com/companies/xiamen-international-trade-group/,0.019239649068801,0.008185449544889
Reliance Steel,6.051,11.535,0.634,8.045,1472,Materials,Iron & Steel,North America,United States,California,California,James Hoffman,http://www.forbes.com/companies/reliance-steel/,0.0788067122436296,0.0549631556133507
Abu Dhabi Islamic Bank,4.796,1.909,0.592,34.084,1473,Financials,Regional Banks,Asia,United Arab Emirates,United Arab Emirates,,Mazin Manna,http://www.forbes.com/companies/abu-dhabi-islamic-bank/,0.01736885342096,0.310110005238345
AECOM Technology,5.118,20.282,0.077,14.768,1474,Industrials,Construction Services,North America,United States,California,California,Michael Burke,http://www.forbes.com/companies/aecom-technology/,0.00521397616468039,0.0037964697761562
Bank Audi,1.953,3.498,0.498,47.233,1475,Financials,Regional Banks,Asia,Lebanon,Lebanon,,Samir Hanna,http://www.forbes.com/companies/bank-audi/,0.0105434759596045,0.142367066895369
Kawasaki Heavy Industries,4.049,14.274,0.233,18.241,1476,Industrials,Heavy Equipment,Asia,Japan,Japan,,Shigeru Murayama,http://www.forbes.com/companies/kawasaki-heavy-industries/,0.0127734225097308,0.0163233851758442
Toppan Printing,5.123,13.195,0.239,19.31,1476,Consumer Discretionary,Printing & Publishing,Asia,Japan,Japan,,Naoki Adachi,http://www.forbes.com/companies/toppan-printing/,0.0123770067322631,0.0181129215611974
Boliden,8.426,6.029,0.827,6.624,1478,Materials,Diversified Metals & Mining,Europe,Sweden,Sweden,,Mikael Staffas,http://www.forbes.com/companies/boliden/,0.124849033816425,0.137170343340521
Cielo,5.672,3.196,0.914,21.302,1478,Consumer Discretionary,Business & Personal Services,South America,Brazil,Brazil,,Eduardo Gouveia,http://www.forbes.com/companies/cielo/,0.042906769317435,0.285982478097622
Lululemon Athletica,22.522,3.288,0.484,2.085,1480,Consumer Discretionary,Apparel/Footwear Retail,North America,Canada,Canada,,Calvin McDonald,http://www.forbes.com/companies/lululemon-athletica/,0.232134292565947,0.147201946472019
Empresas CMPC,8.543,6.274,0.502,14.983,1481,Materials,Forest Products,South America,Chile,Chile,,Hernán Wilson,http://www.forbes.com/companies/empresas-cmpc/,0.0335046385904025,0.0800127510360217
Nitto Denko,8.4,7.473,0.613,8.401,1481,Materials,Diversified Chemicals,Asia,Japan,Japan,,Hideo Takasaki,http://www.forbes.com/companies/nitto-denko/,0.0729675038685871,0.0820286364244614
Huntsman,5.789,9.379,0.764,7.953,1483,Materials,Diversified Chemicals,North America,United States,Texas,Texas,Peter Huntsman,http://www.forbes.com/companies/huntsman/,0.0960643782220546,0.081458577673526
Antofagasta,12.941,4.747,0.498,14.103,1484,Materials,Diversified Metals & Mining,Europe,United Kingdom,United Kingdom,,Iván Herrera,http://www.forbes.com/companies/antofagasta/,0.0353116358221655,0.104908363176743
Beijing Shougang,3.542,9.784,0.396,19.844,1485,Utilities,Diversified Utilities,Asia,China,China,,Jian Liu,http://www.forbes.com/companies/beijing-shougang/,0.0199556541019956,0.0404742436631235
B3,16.544,1.322,0.571,10.101,1486,Financials,Investment Services,South America,Brazil,Brazil,,Gilson Finkelsztain,http://www.forbes.com/companies/b3/,0.0565290565290565,0.431921331316188
Realty Income,20.819,1.345,0.364,15.26,1486,Financials,Real Estate,North America,United States,California,California,Sumit Roy,http://www.forbes.com/companies/realty-income/,0.0238532110091743,0.270631970260223
Bandai Namco Holdings,9.636,6.554,0.604,5.18,1488,Consumer Discretionary,Recreational Products,Asia,Japan,Japan,,Takeo Takasu,http://www.forbes.com/companies/bandai-namco-holdings/,0.116602316602317,0.0921574610924626
Xinyu Iron & Steel,3.186,8.391,0.869,5.437,1489,Industrials,Electrical Equipment,Asia,China,China,,Cai Guan,http://www.forbes.com/companies/xinyu-iron-steel/,0.159830789038072,0.103563341675605
Alliant Energy,10.865,3.535,0.522,15.981,1490,Utilities,Electric Utilities,North America,United States,Wisconsin,Wisconsin,Patricia Leonard Kampling,http://www.forbes.com/companies/alliant-energy/,0.0326637882485451,0.147666195190948
Sinotruk Hong Kong,6.588,9.384,0.66,8.984,1490,Industrials,Heavy Equipment,Asia,China,China,,Bozhi Wang,http://www.forbes.com/companies/sinotruk-hong-kong/,0.0734639358860196,0.0703324808184143
Geberit,15.146,3.148,0.61,3.552,1492,Materials,Construction Materials,Europe,Switzerland,Switzerland,,Christian Buhl,http://www.forbes.com/companies/geberit/,0.171734234234234,0.193773824650572
KT&G,11.327,4.063,0.819,9.101,1493,Consumer Staples,Tobacco,Asia,South Korea,South Korea,,Bok-In Baek,http://www.forbes.com/companies/ktg/,0.0899901109768157,0.201575190745754
Spotify Technology,24.806,6.194,-0.0921,4.957,1494,Information Technology,Software & Programming,Europe,Luxembourg,Luxembourg,,Daniel Ek,http://www.forbes.com/companies/spotify-technology/,-0.0185797861609845,-0.0148692282854375
Yandex NV,12.125,2.025,0.759,3.504,1495,Information Technology,Computer Services,Europe,Netherlands,Netherlands,,Arkady Volozh,http://www.forbes.com/companies/yandex/,0.216609589041096,0.374814814814815
Alexion Pharmaceuticals,28.264,4.133,0.078,13.932,1496,Health Care,Biotechs,North America,United States,Massachusetts,Massachusetts,Ludwig N. Hantson,http://www.forbes.com/companies/alexion-pharmaceuticals/,0.00559862187769164,0.0188724897169127
Micro Focus International,10.271,3.17,0.523,16.781,1496,Information Technology,Software & Programming,Europe,United Kingdom,United Kingdom,,Stephen Murdoch,http://www.forbes.com/companies/micro-focus-international/,0.0311661998688994,0.164984227129338
Mitsui OSK Lines,2.942,12.268,-0.512,19.794,1496,Industrials,Other Transportation,Asia,Japan,Japan,,Koichi Muto,http://www.forbes.com/companies/mitsui-osk-lines/,-0.0258664241689401,-0.0417345940658624
Cattolica Assicurazioni,1.609,7.148,0.126,39.052,1499,Financials,Diversified Insurance,Europe,Italy,Italy,,Alberto Minali,http://www.forbes.com/companies/cattolica-assicurazioni/,0.00322646727440336,0.0176273083379966
Hyundai Engineering,5.019,15.203,0.347,16.181,1500,Industrials,Construction Services,Asia,South Korea,South Korea,,Dong-Wook Park,http://www.forbes.com/companies/hyundai-engineering/,0.0214449045176441,0.0228244425442347
Chang Hwa Bank,5.793,1.641,0.419,67.73,1501,Financials,Regional Banks,Asia,Taiwan,Taiwan,,Chien Shih,http://www.forbes.com/companies/chang-hwa-bank/,0.00618632806732615,0.25533211456429
China Communications Services,6.127,16.047,0.441,11.787,1502,Telecommunication Services,Telecommunications services,Asia,China,China,,Fang Han,http://www.forbes.com/companies/china-communications-services/,0.0374141002799695,0.0274817722938867
Bajaj Auto,12.781,4.323,0.686,3.665,1503,Consumer Discretionary,Recreational Products,Asia,India,India,,Rajivnayan Bajaj,http://www.forbes.com/companies/bajaj-auto/,0.187175989085948,0.158686097617395
Kingfisher,7.259,15.489,0.289,13.154,1504,Consumer Discretionary,Home Improvement Retail,Europe,United Kingdom,United Kingdom,,Véronique Laury-Deroubaix,http://www.forbes.com/companies/kingfisher/,0.0219705032689676,0.0186584027374266
CIT Group,5.003,3.171,0.463,48.537,1505,Financials,Consumer Financial Services,North America,United States,New York,New York,Ellen Alemany,http://www.forbes.com/companies/cit-group/,0.00953911448997672,0.146010722169663
Nippon Express,5.127,19.243,0.118,14.325,1506,Industrials,Trucking,Asia,Japan,Japan,,Kenji Watanabe,http://www.forbes.com/companies/nippon-express/,0.00823734729493892,0.00613209998440992
Dexus,9.18,0.64,1.089,10.357,1507,Financials,Real Estate,Australia,Australia,Australia,,Darren Steinberg,http://www.forbes.com/companies/dexus/,0.105146277879695,1.7015625
El Puerto de Liverpool,8.545,7.045,0.608,8.867,1508,Consumer Discretionary,Department Stores,North America,Mexico,Mexico,,Graciano Gonzlez,http://www.forbes.com/companies/el-puerto-de-liverpool/,0.0685688507950829,0.0863023420865862
Israel Discount Bank,4.346,2.652,0.419,64.006,1508,Financials,Regional Banks,Asia,Israel,Israel,,Lilach Topilsky,http://www.forbes.com/companies/israel-discount-bank/,0.00654626128800425,0.157993966817496
Maroc Telecom,13.435,3.838,0.64,6.489,1508,,,Africa,Morocco,Morocco,,Abdeslam Ahizoune,http://www.forbes.com/companies/maroc-telecom/,0.0986284481430112,0.166753517457009
MSCI,18.665,1.434,0.508,3.388,1511,Consumer Discretionary,Business & Personal Services,North America,United States,New York,New York,Henry Fernandez,http://www.forbes.com/companies/msci/,0.149940968122786,0.354253835425384
Mettler-Toledo International,18.1,2.936,0.513,2.619,1512,Industrials,Conglomerates,North America,United States,Ohio,Ohio,Olivier Filliol,http://www.forbes.com/companies/mettler-toledo-international/,0.195876288659794,0.174727520435967
Taishin Financial Holdings,4.806,1.839,0.429,58.135,1513,Financials,Investment Services,Asia,Taiwan,Taiwan,,Joseph Jao,http://www.forbes.com/companies/taishin-financial-holdings/,0.00737937559129612,0.233278955954323
Xerox,7.897,9.83,0.361,14.874,1513,Industrials,Business Products & Supplies,North America,United States,Virginia,Virginia,Giovanni Visentin,http://www.forbes.com/companies/xerox/,0.0242705391959123,0.0367243133265514
Western Union,8.417,5.573,0.852,8.997,1515,Consumer Discretionary,Business & Personal Services,North America,United States,Colorado,Colorado,Hikmet Ersek,http://www.forbes.com/companies/western-union/,0.0946982327442481,0.152879956935223
Hang Lung Group,4.044,1.278,0.674,25.366,1516,Financials,Real Estate,Asia,Hong Kong,Hong Kong,,Lo Wai-pak,http://www.forbes.com/companies/hang-lung-group/,0.0265710005519199,0.527386541471049
SEB SA,9.061,8.037,0.494,8.09,1517,Consumer Discretionary,Household Appliances,Europe,France,France,,Thierry de La Tour d'Artaise,http://www.forbes.com/companies/seb-sa/,0.0610630407911001,0.0614657210401891
Cencosud,5.987,15.71,0.298,15.632,1518,Consumer Discretionary,Specialty Stores,South America,Chile,Chile,,Andreas Strobel,http://www.forbes.com/companies/cencosud/,0.0190634595701126,0.018968809675366
ICA Gruppen,7.421,13.258,0.417,9.097,1519,Consumer Staples,Food Retail,Europe,Sweden,Sweden,,Per Torsten Strömberg,http://www.forbes.com/companies/ica-gruppen/,0.0458392876772562,0.0314527077990647
Jyske Bank,3.405,2.424,0.376,91.904,1520,Financials,Regional Banks,Europe,Denmark,Denmark,,Anders Dam,http://www.forbes.com/companies/jyske-bank/,0.00409122562674095,0.155115511551155
KPN,13.076,6.646,0.319,13.92,1521,Telecommunication Services,Telecommunications services,Europe,Netherlands,Netherlands,,Maximo Ibarra,http://www.forbes.com/companies/kpn/,0.0229166666666667,0.0479987962684321
Ceconomy,2.165,25.537,-0.25,12.545,1522,Consumer Discretionary,Department Stores,Europe,Germany,Germany,,Jörn Werner,http://www.forbes.com/companies/ceconomy/,-0.0199282582702272,-0.00978971688138779
Halyk Bank,3.347,3.006,0.718,23.513,1522,Financials,Regional Banks,Asia,Kazakhstan,Kazakhstan,,Umut Shayakhmetova,http://www.forbes.com/companies/halyk-bank/,0.0305362990686003,0.238855622089155
Kaisa Group Holdings,2.617,5.818,0.42,33.358,1524,Financials,Consumer Financial Services,Asia,China,China,,Ying Kwok,http://www.forbes.com/companies/kaisa-group-holdings/,0.012590682894658,0.0721897559298728
Jiangxi Bank,4.876,3.237,0.416,61.047,1525,Financials,Major Banks,Asia,China,China,,Xiao Ming Chen,http://www.forbes.com/companies/jiangxi-bank/,0.00681442167510279,0.1285140562249
Finatis,0.26,44.249,-0.092,,1526,Consumer Staples,Food Retail,Europe,France,France,,Didier Lévêque,http://www.forbes.com/companies/finatis/,,-0.00207914303148094
Zhongyuan Bank,5.783,4.294,0.373,90.369,1526,Financials,Regional Banks,Asia,China,China,,Rongxing Dou,http://www.forbes.com/companies/zhongyuan-bank/,0.00412752160586042,0.0868653935724266
Banca MPS,1.733,4,0.329,149.159,1528,Financials,Regional Banks,Europe,Italy,Italy,,Marco Morelli,http://www.forbes.com/companies/banca-mps/,0.00220569995776319,0.08225
Lindt & Sprungli,18.601,4.407,0.496,7.473,1529,Consumer Staples,Food Processing,Europe,Switzerland,Switzerland,,Dieter Weisskopf,http://www.forbes.com/companies/lindt-sprungli/,0.0663722735179981,0.112548218742909
Dangote Cement,8.959,2.493,1.076,4.662,1530,Materials,Construction Materials,Africa,Nigeria,Nigeria,,Joseph Makoju,http://www.forbes.com/companies/dangote-cement/,0.230802230802231,0.43160850381067
Epiroc,13.174,4.4,0.624,4.078,1531,,,Europe,Sweden,Sweden,,Per Lindberg,http://www.forbes.com/companies/epiroc/,0.15301618440412,0.141818181818182
Jefferies Financial,5.871,4.999,0.412,48.959,1531,Industrials,Conglomerates,North America,United States,New York,New York,Rich Handler,http://www.forbes.com/companies/jefferies-financial/,0.00841520455891664,0.0824164832966593
Caesars Entertainment,6.407,8.391,0.303,25.775,1533,Consumer Discretionary,Casinos & Gaming,North America,United States,Nevada,Nevada,Mark P. Frissora,http://www.forbes.com/companies/caesars-entertainment/,0.0117555771096023,0.0361101179835538
Chemours,6.533,6.638,0.995,7.362,1534,Materials,Diversified Chemicals,North America,United States,Delaware,Delaware,Mark Vergnano,http://www.forbes.com/companies/chemours/,0.135153490899212,0.149894546550166
Blom Bank,1.752,2.454,0.506,36.765,1535,Financials,Regional Banks,Asia,Lebanon,Lebanon,,Elias Aractingi,http://www.forbes.com/companies/blom-bank/,0.0137630898952808,0.206193969030155
Daelim Industrial,3.181,9.981,0.587,11.502,1536,Industrials,Construction Services,Asia,South Korea,South Korea,,Sang-Woo Kim,http://www.forbes.com/companies/daelim-industrial/,0.0510346026777952,0.0588117423103897
HELLA,6.151,8.471,0.75,7.073,1536,Consumer Discretionary,Auto & Truck Parts,Europe,Germany,Germany,,Rolf Breidenbach,http://www.forbes.com/companies/hella/,0.106037042273434,0.0885373627670877
Haseko,3.543,8.045,0.815,6.632,1538,Industrials,Construction Services,Asia,Japan,Japan,,Ikuo Oguri,http://www.forbes.com/companies/haseko/,0.12288902291918,0.10130515848353
ON Semiconductor Corp.,9.319,5.878,0.627,7.588,1539,Information Technology,Semiconductors,North America,United States,Arizona,Arizona,Keith Jackson,http://www.forbes.com/companies/on-semiconductor/,0.0826304691618345,0.106668935011909
AMP,4.77,4.885,0.021,102.276,1540,Financials,Investment Services,Australia,Australia,Australia,,Francesco Ferrari,http://www.forbes.com/companies/amp/,0.000205326762876921,0.00429887410440123
Jabil Circuit,4.761,23.782,0.176,12.477,1541,Information Technology,Electronics,North America,United States,Florida,Florida,Mark Mondello,http://www.forbes.com/companies/jabil-circuit/,0.0141059549571211,0.00740055504162812
Noble Energy,13.11,4.461,-0.066,21.618,1541,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,David L. Stover,http://www.forbes.com/companies/noble-energy/,-0.00305301137940605,-0.0147948890383322
Tech Mahindra,11.335,4.954,0.641,4.672,1543,,,Asia,India,India,,Chander Gurnani,http://www.forbes.com/companies/tech-mahindra/,0.137200342465753,0.129390391602745
World Fuel Services,2.067,39.625,0.128,5.677,1543,Consumer Discretionary,Specialty Stores,North America,United States,Florida,Florida,Michael Kasbar,http://www.forbes.com/companies/world-fuel-services/,0.0225471199577242,0.00323028391167192
