Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
Generali Group,30.846,93.132,2.3799,647.168,136,Financials,Diversified Insurance,Europe,Italy,Italy,,Philippe Donnet,http://www.forbes.com/companies/generali-group/,0.00367740679390823,0.0255540523128463
AbbVie,165.321,29.612,6.352,69.342,137,Health Care,Pharmaceuticals,North America,United States,Illinois,Illinois,Richard Gonzalez,http://www.forbes.com/companies/abbvie/,0.0916039341236192,0.214507632041064
China Pacific Insurance,47.987,50.943,2.474,191.097,138,Financials,Life & Health Insurance,Asia,China,China,,Qing Kong,http://www.forbes.com/companies/china-pacific-insurance/,0.0129463047562233,0.048564081424337
Bank of Montreal,50.878,22.229,3.7427,593.315,139,Financials,Major Banks,North America,Canada,Canada,,Darryl White,http://www.forbes.com/companies/bank-of-montreal/,0.00630811626201933,0.168370147105133
Banco do Brasil,27.832,55.033,3.4488,412.771,140,Financials,Regional Banks,South America,Brazil,Brazil,,Paulo Caffarelli,http://www.forbes.com/companies/banco-do-brasil/,0.00835523813446197,0.0626678538331547
China Everbright Bank,32.213,30.335,4.84,661.698,141,Financials,Regional Banks,Asia,China,China,,Xiao Li,http://www.forbes.com/companies/china-everbright-bank/,0.00731451508089793,0.159551672985001
CK Hutchison,45.384,31.89,4.5041,140.746,142,Industrials,Conglomerates,Asia,Hong Kong,Hong Kong,,Kin Fok,http://www.forbes.com/companies/ck-hutchison/,0.0320016199394654,0.141238632800251
Country Garden Holdings,45.197,33.789,3.8896,161.19,143,Financials,Real Estate,Asia,China,China,,Tzar Li,http://www.forbes.com/companies/country-garden-holdings/,0.0241305291891557,0.115114386338749
KDDI,65.526,45.492,5.1657,61.82,144,Telecommunication Services,Telecommunications services,Asia,Japan,Japan,,Tadashi Onodera,http://www.forbes.com/companies/kddi/,0.0835603364606923,0.11355183328937
Johnson & Johnson,341.277,78.662,1.245,156.625,145,Health Care,Medical Equipment & Supplies,North America,United States,New Jersey,New Jersey,Alex Gorsky,http://www.forbes.com/companies/johnson-johnson/,0.00794892258579409,0.0158272100887341
Iberdrola,49.383,37.766,3.289,138.022,146,Utilities,Electric Utilities,Europe,Spain,Spain,,José Ignacio Galán,http://www.forbes.com/companies/iberdrola/,0.0238295344220487,0.0870889159561511
Hyundai Motor,31.567,85.908,3.033,164.714,147,Consumer Discretionary,Auto & Truck Manufacturers,Asia,South Korea,South Korea,,Mong-Koo Chung,http://www.forbes.com/companies/hyundai-motor/,0.0184137353230448,0.0353052102248917
Credit Agricole,43.92,21.051,3.604,1861.58,148,Financials,Regional Banks,Europe,France,France,,Won-Hui Lee,http://www.forbes.com/companies/credit-agricole/,0.00193598985807755,0.17120326825329
Hitachi,38.516,84.53,3.2751,95.032,149,Information Technology,Electronics,Asia,Japan,Japan,,Gab-Han Yoon,http://www.forbes.com/companies/hitachi/,0.0344631282094452,0.0387448243227257
Christian Dior,76.442,49.252,2.5266,87.373,150,Consumer Discretionary,Apparel/Accessories,Europe,France,France,,Sidney Toledano,http://www.forbes.com/companies/christian-dior/,0.0289174001121628,0.0512994396166653
Phillips 66,54.857,92.686,5.09,52.132,150,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Greg Garland,http://www.forbes.com/companies/phillips-66/,0.0976367682037904,0.054916600133785
ArcelorMittal,36.82,68.587,4.5667,85.297,152,Materials,Iron & Steel,Europe,Luxembourg,Luxembourg,,Lakshmi Mittal,http://www.forbes.com/companies/arcelormittal/,0.0535388114470614,0.0665825885371863
United Parcel Service,99.698,67.705,5.097,44.464,153,Industrials,Air Courier,North America,United States,Georgia,Georgia,David Abney,http://www.forbes.com/companies/united-parcel-service/,0.114632061892767,0.075282475444945
Medtronic,115.965,29.725,2.807,95.8,154,Health Care,Medical Equipment & Supplies,Europe,Ireland,Ireland,,Omar Ishrak,http://www.forbes.com/companies/medtronic/,0.0293006263048017,0.0944322960470984
FedEx,67.044,63.864,4.459,51.851,155,Industrials,Air Courier,North America,United States,Tennessee,Tennessee,Frederick Smith,http://www.forbes.com/companies/fedex/,0.0859964127982103,0.0698202430164099
PTT PCL,50.893,58.813,3.9347,68.497,156,Energy,Oil & Gas Operations,Asia,Thailand,Thailand,,Tevin Vongvanich,http://www.forbes.com/companies/ptt-pcl/,0.0574433916813875,0.066901875435703
VINCI,56.769,46.105,3.0984,83.819,157,Industrials,Construction Services,Europe,France,France,,Xavier Huillard,http://www.forbes.com/companies/vinci/,0.0369653658478388,0.0672031233054983
CNOOC,78.832,27.583,3.6297,94.782,158,Energy,Oil & Gas Operations,Asia,Hong Kong,Hong Kong,,Guangyu Yuan,http://www.forbes.com/companies/cnooc/,0.038295245932772,0.131591922560998
Capital One Financial,45.058,30.636,2.491,362.857,159,Financials,Consumer Financial Services,North America,United States,Virginia,Virginia,Richard Fairbank,http://www.forbes.com/companies/capital-one-financial/,0.00686496333266273,0.0813095704400052
Time Warner,73.389,31.532,5.453,68.997,159,Consumer Discretionary,Broadcasting & Cable,North America,United States,New York,New York,Jeffrey Bewkes,http://www.forbes.com/companies/time-warner/,0.0790324216994942,0.172935430673601
Société Générale,38.341,27.831,2.639,1531.174,161,Financials,Major Banks,Europe,France,France,,Frédéric Oudéa,http://www.forbes.com/companies/societe-generale/,0.00172351411400664,0.0948223204340484
Bank of New York Mellon,57.791,17.279,4.302,373.597,162,Financials,Major Banks,North America,United States,New York,New York,Charles Scharf,http://www.forbes.com/companies/bank-of-ny-mellon/,0.0115150817592218,0.248972741478095
UBS,61.802,40.34,1.4527,960.083,163,Financials,Major Banks,Europe,Switzerland,Switzerland,,Sergio Ermotti,http://www.forbes.com/companies/ubs/,0.00151309834670544,0.0360114030738721
Visa,295.124,19.355,9.002,69.042,164,Financials,Consumer Financial Services,North America,United States,California,California,Alfred Kelly Jr,http://www.forbes.com/companies/visa/,0.130384403696301,0.465099457504521
Brookfield Asset Management,38.914,47.594,2.339,195.936,165,Financials,Real Estate,North America,Canada,Canada,,Bruce Flatt,http://www.forbes.com/companies/brookfield-asset-management/,0.0119375714519027,0.0491448501912006
Caterpillar,92.592,48.499,2.227,78.014,166,Industrials,Heavy Equipment,North America,United States,Illinois,Illinois,Donald Umpleby,http://www.forbes.com/companies/caterpillar/,0.0285461583818289,0.0459184725458257
Aetna,57.135,60.612,3.494,59.197,167,Health Care,Managed Health Care,North America,United States,Connecticut,Connecticut,Mark Bertolini,http://www.forbes.com/companies/aetna/,0.0590232613139179,0.0576453507556259
Royal Bank of Scotland,47.935,21.481,2.4939,1035.98,168,Financials,Major Banks,Europe,United Kingdom,United Kingdom,,Ross McEwan,http://www.forbes.com/companies/royal-bank-of-scotland/,0.00240728585493928,0.116097947022951
China Communications Construction,28.797,71.159,3.045,135.58,169,Industrials,Construction Services,Asia,China,China,,Qi Liu,http://www.forbes.com/companies/china-communications-construction/,0.022459064758814,0.0427914951025169
McKesson,30.788,205.442,4.798,64.213,170,Health Care,Pharmaceuticals,North America,United States,California,California,John Hammergren,http://www.forbes.com/companies/mckesson/,0.0747200722595113,0.0233545234178016
Aviva,29.521,63.718,1.9279,580.591,171,Financials,Life & Health Insurance,Europe,United Kingdom,United Kingdom,,Mark Wilson,http://www.forbes.com/companies/aviva/,0.00332058195872826,0.0302567563325905
Express Scripts,40.893,100.234,4.5943,53.406,172,Health Care,Healthcare Services,North America,United States,Missouri,Missouri,Timothy Wentworth,http://www.forbes.com/companies/express-scripts/,0.0860259146912332,0.0458357443582018
Valero Energy,49.397,98.647,4.229,49.376,173,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Joseph Gorder,http://www.forbes.com/companies/valero-energy/,0.085648898250162,0.0428700315265543
China Telecom,38.56,54.198,2.7367,101.535,174,Telecommunication Services,Telecommunications services,Asia,China,China,,Jie Yang,http://www.forbes.com/companies/china-telecom/,0.0269532673462353,0.0504944831912617
Union Pacific,109.652,21.583,10.95,57.789,175,Industrials,Railroads,North America,United States,Nebraska,Nebraska,Lance Fritz,http://www.forbes.com/companies/union-pacific/,0.189482427451591,0.507343742760506
Duke Energy,56.242,23.971,2.963,138.541,176,Utilities,Electric Utilities,North America,United States,North Carolina,North Carolina,Lynn Good,http://www.forbes.com/companies/duke-energy/,0.021387170584881,0.123607692628593
Jardine Matheson,44.229,39.456,3.785,82.814,177,Industrials,Conglomerates,Asia,Hong Kong,Hong Kong,,Ben Keswick,http://www.forbes.com/companies/jardine-matheson/,0.0457048325162412,0.0959296431467964
Enbridge,57.192,33.584,2.2026,129.369,178,Energy,Oil Services & Equipment,North America,Canada,Canada,,Albert Monaco,http://www.forbes.com/companies/enbridge/,0.0170257171347077,0.0655848022868032
Exelon,39.233,34.475,3.36,117.018,179,Utilities,Electric Utilities,North America,United States,Illinois,Illinois,Chris Crane,http://www.forbes.com/companies/exelon/,0.0287135312516023,0.0974619289340102
ENGIE,41.764,73.348,1.6051,180.519,180,Utilities,Electric Utilities,Europe,France,France,,Isabelle Kocher,http://www.forbes.com/companies/engie/,0.0088915848193265,0.0218833506026068
SAP,138.862,27.389,4.9128,51.03,181,Information Technology,Software & Programming,Europe,Germany,Germany,,DJ Paoni,http://www.forbes.com/companies/sap/,0.0962727807172252,0.179371280441053
NextEra Energy,75.779,16.372,8.223,94.284,182,Utilities,Electric Utilities,North America,United States,Florida,Florida,James Robo,http://www.forbes.com/companies/nextera-energy/,0.0872152220949472,0.502259956022477
Mitsui,30.342,44.14,3.7758,106.316,183,Industrials,Trading Companies,Asia,Japan,Japan,,Tatsuo Yasunaga,http://www.forbes.com/companies/mitsui/,0.0355148801685541,0.0855414589941096
Manulife,38.499,40.086,1.6564,549.67,184,Financials,Life & Health Insurance,North America,Canada,Canada,,Roy Gori,http://www.forbes.com/companies/manulife/,0.00301344443029454,0.0413211595070598
Allstate,33.877,38.003,3.469,113.289,185,Financials,Diversified Insurance,North America,United States,Illinois,Illinois,Thomas Wilson,http://www.forbes.com/companies/allstate/,0.0306208016665343,0.0912822671894324
BlackRock,86.561,13.375,5.197,216.017,185,Financials,Investment Services,North America,United States,New York,New York,Larry Fink,http://www.forbes.com/companies/blackrock/,0.0240582917085229,0.388560747663551
Legal & General Group,22.572,52.145,2.4353,676.61,187,Financials,Life & Health Insurance,Europe,United Kingdom,United Kingdom,,Nigel Wilson,http://www.forbes.com/companies/legal-general-group/,0.0035992669336841,0.0467024642822898
China Railway Group,25.334,105.996,2.503,132.598,188,Industrials,Construction Services,Asia,China,China,,Li Changjin,http://www.forbes.com/companies/china-railway-group/,0.0188766044736723,0.0236140986452319
Costco Wholesale,85.903,135.964,2.96,38.703,189,Consumer Discretionary,Discount Stores,North America,United States,Washington,Washington,Walter Jelinek,http://www.forbes.com/companies/costco-wholesale/,0.0764798594424205,0.0217704686534671
Tokio Marine Holdings,35.929,47.641,1.8287,206.911,190,Financials,Property & Casualty Insurance,Asia,Japan,Japan,,Tsuyoshi Nagano,http://www.forbes.com/companies/tokio-marine-holdings/,0.00883809947272015,0.0383850045129195
Merck & Co.,160.584,40.764,1.58,86.041,191,Health Care,Pharmaceuticals,North America,United States,New Jersey,New Jersey,Kenneth Frazier,http://www.forbes.com/companies/merck-co/,0.0183633384084332,0.0387596899224806
Orange,48.252,46.354,1.816,115.707,192,Telecommunication Services,Telecommunications services,Europe,France,France,,Stéphane Richard,http://www.forbes.com/companies/orange/,0.0156948153525716,0.03917677007378
Philip Morris International,126.223,29.57,5.985,43.07,193,Consumer Staples,Tobacco,North America,United States,New York,New York,André Calantzopoulos,http://www.forbes.com/companies/philip-morris-international/,0.138959832830276,0.202401082177883
Dai-ichi Life Insurance,22.835,57.629,2.2027,481.971,194,Financials,Life & Health Insurance,Asia,Japan,Japan,,Koichiro Watanabe,http://www.forbes.com/companies/dai-ichi-life-insurance/,0.00457019198250517,0.0382220756910583
Aflac,35.016,21.812,4.729,147.356,195,Financials,Life & Health Insurance,North America,United States,Georgia,Georgia,Dan Amos,http://www.forbes.com/companies/aflac/,0.0320923477835989,0.216807262057583
Canadian Imperial Bank,40.002,16.649,3.577,478.402,195,Financials,Major Banks,North America,Canada,Canada,,Victor Dodig,http://www.forbes.com/companies/canadian-imperial-bank/,0.00747697543070472,0.214847738602919
Gilead Sciences,86.025,24.783,3.464,65.381,197,Health Care,Biotechs,North America,United States,California,California,John Milligan,http://www.forbes.com/companies/gilead-sciences/,0.0529817531087013,0.139773231650728
Twenty-First Century Fox,70.286,29.207,4.02,53.978,198,,Diversified Media,North America,United States,New York,New York,James Murdoch,http://www.forbes.com/companies/twenty-first-century-fox/,0.0744747860239357,0.13763823740884
Nordea Bank,43.02,15.196,3.508,713.544,199,Financials,Major Banks,Europe,Sweden,Sweden,,Casper von Koskull,http://www.forbes.com/companies/nordea-bank/,0.00491630509120671,0.23085022374309
Broadcom,99.969,18.824,7.787,54.544,200,Information Technology,Semiconductors,North America,United States,California,California,Hock Tan,http://www.forbes.com/companies/broadcom/,0.142765473745967,0.413674033149171
SK Hynix,56.845,29.288,10.6788,46.088,200,Information Technology,Semiconductors,Asia,South Korea,South Korea,,Sung-Wook Park,http://www.forbes.com/companies/sk-hynix/,0.231704565179656,0.364613493580989
HDFC Bank,77.596,15.721,2.8713,169.144,202,Financials,Regional Banks,Asia,India,India,,Aditya Puri,http://www.forbes.com/companies/hdfc-bank/,0.0169754765170506,0.182641053368106
Suncor Energy,65.072,25.743,3.0347,70.799,202,Energy,Oil & Gas Operations,North America,Canada,Canada,,Steven Williams,http://www.forbes.com/companies/suncor-energy/,0.0428635997683583,0.117884473449093
Continental,53.2,51.445,3.4738,47.774,204,Consumer Discretionary,Auto & Truck Parts,Europe,Germany,Germany,,Elmar Degenhart,http://www.forbes.com/companies/continental/,0.0727131912755892,0.0675245407716979
Deutsche Post,50.75,68.177,3.0601,46.697,205,Industrials,Air Courier,Europe,Germany,Germany,,Frank Appel,http://www.forbes.com/companies/deutsche-post/,0.0655309762939803,0.044884638514455
Itochu,28.757,49.715,3.6121,81.466,206,Industrials,Trading Companies,Asia,Japan,Japan,,Masahiro Okafuji,http://www.forbes.com/companies/itochu/,0.0443387425429013,0.0726561399979885
L'Oréal Group,134.22,29.353,4.2949,42.435,207,Consumer Staples,Household/Personal Care,Europe,France,France,,Jean-Paul Agon,http://www.forbes.com/companies/loreal-group/,0.101211264286556,0.146318945252615
Lockheed Martin,92.523,51.626,2.396,46.634,208,Industrials,Aerospace & Defense,North America,United States,Maryland,Maryland,Marillyn Hewson,http://www.forbes.com/companies/lockheed-martin/,0.0513788223184801,0.046410723278968
Coca-Cola,179.317,33.682,1.434,93.282,209,Consumer Staples,Beverages,North America,United States,Georgia,Georgia,James Quincey,http://www.forbes.com/companies/coca-cola/,0.0153727407216826,0.0425746689626507
Honeywell International,110.068,41.434,1.767,60.948,210,Industrials,Conglomerates,North America,United States,New Jersey,New Jersey,Darius Adamczyk,http://www.forbes.com/companies/honeywell-international/,0.0289919275447923,0.0426461360235555
Lowe's,72.213,68.619,3.436,35.291,211,Consumer Discretionary,Home Improvement Retail,North America,United States,North Carolina,North Carolina,Robert Niblock,http://www.forbes.com/companies/lowes/,0.0973619336374713,0.0500735947769568
Mondelēz International,57.867,26.247,3.19,64.503,211,Consumer Staples,Food Processing,North America,United States,Illinois,Illinois,Dirk van de Put,http://www.forbes.com/companies/mondelez-international/,0.0494550641055455,0.121537699546615
AstraZeneca,90.618,22.44,2.9761,63.354,213,Health Care,Pharmaceuticals,Europe,United Kingdom,United Kingdom,,Pascal Soriot,http://www.forbes.com/companies/astrazeneca/,0.04697572371121,0.132624777183601
